EUR/GBP,Close,High,Low
21/04/2010,0.8691,0.8747,0.8683
22/04/2010,0.8652,0.8697,0.8632
23/04/2010,0.8698,0.8719,0.8608
26/04/2010,0.8645,0.8692,0.86
27/04/2010,0.8643,0.8698,0.864
28/04/2010,0.869,0.8709,0.863
29/04/2010,0.8631,0.8733,0.8631
30/04/2010,0.8703,0.873,0.8624
03/05/2010,0.8655,0.8709,0.864
04/05/2010,0.858,0.8671,0.8565
05/05/2010,0.8491,0.8578,0.8485
06/05/2010,0.851,0.8542,0.8426
07/05/2010,0.8592,0.8805,0.8443
10/05/2010,0.86,0.8751,0.8546
11/05/2010,0.8488,0.8617,0.8476
12/05/2010,0.8514,0.8545,0.8446
13/05/2010,0.8573,0.8594,0.8499
14/05/2010,0.8516,0.862,0.8502
17/05/2010,0.8556,0.8597,0.8501
18/05/2010,0.8518,0.8606,0.8498
19/05/2010,0.8588,0.8605,0.8463
20/05/2010,0.869,0.8716,0.8565
21/05/2010,0.868,0.8775,0.8648
24/05/2010,0.8579,0.8674,0.8579
25/05/2010,0.8566,0.8588,0.8511
26/05/2010,0.8461,0.8575,0.8454
27/05/2010,0.8471,0.851,0.8421
28/05/2010,0.8488,0.8547,0.8445
31/05/2010,0.8458,0.8524,0.8444
01/06/2010,0.835,0.8476,0.8324
02/06/2010,0.8356,0.8379,0.828
03/06/2010,0.8322,0.838,0.832
04/06/2010,0.8269,0.8334,0.825
07/06/2010,0.8239,0.8301,0.8209
08/06/2010,0.8278,0.8337,0.8231
09/06/2010,0.8245,0.8287,0.8244
10/06/2010,0.8237,0.8282,0.8223
11/06/2010,0.8319,0.8324,0.8212
14/06/2010,0.8291,0.836,0.8285
15/06/2010,0.8331,0.8337,0.8262
16/06/2010,0.8321,0.8339,0.8286
17/06/2010,0.8355,0.8384,0.8339
18/06/2010,0.8358,0.8373,0.8323
21/06/2010,0.8347,0.8381,0.8328
22/06/2010,0.8284,0.8368,0.8274
23/06/2010,0.8235,0.8287,0.8202
24/06/2010,0.8259,0.8274,0.8181
25/06/2010,0.823,0.8272,0.8203
28/06/2010,0.8124,0.8237,0.8122
29/06/2010,0.8089,0.8136,0.8068
30/06/2010,0.8186,0.8227,0.809
01/07/2010,0.8247,0.8256,0.8167
02/07/2010,0.8257,0.8299,0.8219
05/07/2010,0.828,0.8298,0.8253
06/07/2010,0.8333,0.8342,0.8266
07/07/2010,0.8316,0.8339,0.8292
08/07/2010,0.8374,0.8381,0.831
09/07/2010,0.8387,0.8398,0.8333
12/07/2010,0.8375,0.8417,0.8341
13/07/2010,0.8382,0.8392,0.8316
14/07/2010,0.8347,0.8384,0.832
15/07/2010,0.8362,0.8402,0.8325
16/07/2010,0.8446,0.8462,0.8365
19/07/2010,0.8496,0.8532,0.8424
20/07/2010,0.8433,0.8534,0.8434
21/07/2010,0.8414,0.848,0.8376
22/07/2010,0.844,0.8466,0.8388
23/07/2010,0.8371,0.8453,0.8319
26/07/2010,0.8392,0.8397,0.8323
27/07/2010,0.8338,0.8416,0.8334
28/07/2010,0.8328,0.8367,0.8314
29/07/2010,0.8378,0.8395,0.8326
30/07/2010,0.831,0.838,0.8304
02/08/2010,0.8285,0.8325,0.8255
03/08/2010,0.8296,0.8316,0.8271
04/08/2010,0.8279,0.8308,0.8274
05/08/2010,0.8297,0.8324,0.8273
06/08/2010,0.8321,0.8338,0.8288
09/08/2010,0.8313,0.8337,0.8292
10/08/2010,0.8316,0.8362,0.8299
11/08/2010,0.8213,0.8322,0.8213
12/08/2010,0.8234,0.8266,0.8204
13/08/2010,0.8178,0.8259,0.8174
16/08/2010,0.8188,0.8228,0.8179
17/08/2010,0.8267,0.8284,0.8184
18/08/2010,0.8243,0.8282,0.8222
19/08/2010,0.8218,0.825,0.8193
20/08/2010,0.8183,0.8248,0.8172
23/08/2010,0.8158,0.818,0.8141
24/08/2010,0.8209,0.8221,0.815
25/08/2010,0.819,0.8239,0.8178
26/08/2010,0.8194,0.8198,0.8155
27/08/2010,0.8207,0.8233,0.8178
30/08/2010,0.8188,0.8218,0.8162
31/08/2010,0.8262,0.8288,0.8172
01/09/2010,0.8284,0.8328,0.8249
02/09/2010,0.8325,0.8349,0.8282
03/09/2010,0.8336,0.8349,0.8299
06/09/2010,0.8356,0.8391,0.833
07/09/2010,0.8258,0.8364,0.8257
08/09/2010,0.8218,0.8272,0.8202
09/09/2010,0.8225,0.8268,0.8211
10/09/2010,0.8276,0.8288,0.8214
13/09/2010,0.8348,0.8358,0.8273
14/09/2010,0.836,0.8387,0.8329
15/09/2010,0.833,0.8399,0.8313
16/09/2010,0.8367,0.8402,0.831
17/09/2010,0.8344,0.8381,0.8329
20/09/2010,0.84,0.841,0.8334
21/09/2010,0.8478,0.8492,0.839
22/09/2010,0.8547,0.8578,0.8463
23/09/2010,0.8488,0.8564,0.8472
24/09/2010,0.8521,0.8545,0.8484
27/09/2010,0.8496,0.8522,0.8494
28/09/2010,0.8596,0.8604,0.8467
29/09/2010,0.8634,0.8643,0.8571
30/09/2010,0.8676,0.8685,0.8562
01/10/2010,0.87,0.8705,0.8659
04/10/2010,0.8643,0.8726,0.8631
05/10/2010,0.8703,0.8715,0.8627
06/10/2010,0.8772,0.8773,0.869
07/10/2010,0.8768,0.8804,0.8732
08/10/2010,0.8728,0.8803,0.8711
11/10/2010,0.8741,0.878,0.8728
12/10/2010,0.881,0.8821,0.8696
13/10/2010,0.8783,0.8839,0.8776
14/10/2010,0.8793,0.8821,0.877
15/10/2010,0.8737,0.8802,0.8721
18/10/2010,0.8779,0.8795,0.8705
19/10/2010,0.8745,0.8825,0.8764
20/10/2010,0.8811,0.8822,0.8743
21/10/2010,0.8864,0.8909,0.8776
22/10/2010,0.8887,0.8896,0.8847
25/10/2010,0.8879,0.8941,0.8864
26/10/2010,0.8741,0.8879,0.8729
27/10/2010,0.8729,0.8753,0.8713
28/10/2010,0.8738,0.8771,0.8705
29/10/2010,0.8676,0.8741,0.867
01/11/2010,0.8657,0.8723,0.8652
02/11/2010,0.8755,0.877,0.8655
03/11/2010,0.8781,0.8786,0.8697
04/11/2010,0.872,0.8817,0.8715
05/11/2010,0.8671,0.8777,0.8653
08/11/2010,0.8625,0.8692,0.8608
09/11/2010,0.8621,0.8645,0.8588
10/11/2010,0.8546,0.8638,0.8526
11/11/2010,0.8479,0.8556,0.8457
12/11/2010,0.8486,0.856,0.845
15/11/2010,0.8455,0.8514,0.8455
16/11/2010,0.8492,0.8525,0.8455
17/11/2010,0.8502,0.8514,0.8475
18/11/2010,0.8497,0.8554,0.8488
19/11/2010,0.8558,0.8569,0.8497
22/11/2010,0.8536,0.8595,0.8523
23/11/2010,0.8477,0.8541,0.8446
24/11/2010,0.845,0.85,0.8428
25/11/2010,0.8481,0.8486,0.8434
26/11/2010,0.8475,0.8485,0.842
29/11/2010,0.8425,0.8522,0.8409
30/11/2010,0.8348,0.8447,0.8349
01/12/2010,0.8406,0.8441,0.8334
02/12/2010,0.8477,0.8492,0.8391
03/12/2010,0.8493,0.8525,0.8446
06/12/2010,0.847,0.8509,0.8453
07/12/2010,0.8419,0.8481,0.8419
08/12/2010,0.839,0.8428,0.8363
09/12/2010,0.8397,0.8416,0.836
10/12/2010,0.8364,0.8405,0.8356
13/12/2010,0.8444,0.8457,0.8346
14/12/2010,0.8479,0.8509,0.8433
15/12/2010,0.8506,0.8549,0.8451
16/12/2010,0.8464,0.8511,0.8457
17/12/2010,0.8493,0.8551,0.8467
20/12/2010,0.8457,0.8501,0.8447
21/12/2010,0.8466,0.8519,0.8448
22/12/2010,0.851,0.8523,0.8462
23/12/2010,0.8499,0.8526,0.8468
24/12/2010,0.8491,0.8512,0.848
27/12/2010,0.8533,0.8559,0.8479
28/12/2010,0.8526,0.8592,0.8525
29/12/2010,0.8532,0.8554,0.8504
30/12/2010,0.8614,0.8634,0.8518
31/12/2010,0.8567,0.8647,0.8533
