"Date","Open","High","Low","Close","a"
"02/08/2001",10513.47,10663.07,10454.53,10551.18,10547.975
"03/08/2001",10550.01,10592.98,10381.1,10512.78,10506.025
"06/08/2001",10504.13,10549.59,10337.23,10401.31,10394.534
"07/08/2001",10399.03,10520.11,10324.5,10458.74,10457.224
"08/08/2001",10456.18,10509.8,10245.68,10293.5,10287.534
"09/08/2001",10291.15,10361.52,10160.51,10298.56,10294.0173333333
"10/08/2001",10296.89,10473.34,10164.67,10416.25,10411.2513333333
"13/08/2001",10411.9,10504.82,10314.95,10415.91,10413.027
"14/08/2001",10416.95,10513.68,10333.29,10412.17,10406.1183333333
"15/08/2001",10407.05,10530.36,10289.01,10345.95,10338.4446666667
"16/08/2001",10342.1,10460.82,10198.15,10392.52,10389.6086666667
"17/08/2001",10385.46,10418.68,10143.49,10240.78,10240.3833333333
"20/08/2001",10239.33,10388.23,10146.05,10320.07,10320.759
"21/08/2001",10320.07,10436.39,10132.92,10174.14,10174.09
"22/08/2001",10170.3,10340.76,10099.07,10276.9,10278.096
"23/08/2001",10276.41,10357.09,10142.66,10229.15,10220.822
"24/08/2001",10232.48,10487.52,10190.34,10423.17,10419.307
"27/08/2001",10422.76,10498.03,10334.88,10382.35,10379.3576666667
"28/08/2001",10382.56,10405.88,10175.6,10222.03,10209.218
"29/08/2001",10224.45,10292.6,10030.43,10090.9,10074.9356666667
"30/08/2001",10077.07,10149.1,9829.35,9919.58,9896.566
"31/08/2001",9918.96,10072.22,9846.72,9949.75,9928.85333333333
"04/09/2001",9946.98,10238.5,9858.34,9997.49,9983.259
"05/09/2001",9998.12,10140.79,9820.98,10033.27,10026.3416666667
"06/09/2001",10028.35,10053.73,9762.03,9840.84,9822.01233333333
"07/09/2001",9841.25,9842.08,9507.04,9605.85,9577.524
"10/09/2001",9603.36,9740.44,9431.07,9605.51,9578.47133333333
"17/09/2001",9294.55,9294.55,8755.46,8920.7,8871.33266666667
"18/09/2001",8922.7,9126.89,8743.91,8903.4,8849.41966666667
"19/09/2001",8903.54,8990.37,8453.01,8759.13,8700.76733333333
"20/09/2001",8375.72,8711.38,8304.45,8376.21,8303.711
"21/09/2001",8356.56,8484.22,7926.93,8235.81,8159.911
"24/09/2001",8242.32,8733.39,8242.32,8603.86,8543.945
"25/09/2001",8605.59,8778.23,8435.56,8659.97,8600.011
"26/09/2001",8660.06,8766.81,8457.37,8567.39,8509.853
"27/09/2001",8567.46,8757.47,8398.14,8681.42,8627.51533333333
"28/09/2001",8679.07,8945.68,8633.75,8847.56,8795.27033333333
"01/10/2001",8845.97,8931.7,8659.9,8836.83,8784.194
"02/10/2001",8836.69,9001.03,8737.61,8950.59,8901.87066666667
"03/10/2001",8946.02,9193.32,8800.99,9123.78,9083.041
"04/10/2001",9127.24,9259.61,8982.28,9060.88,9016.492
"05/10/2001",9058.83,9208.41,8894.47,9119.77,9082.403
"08/10/2001",9115.75,9187.85,8937.86,9067.94,9026.20233333333
"09/10/2001",9066.56,9168.42,8927.34,9052.44,9015.05
"10/10/2001",9052.3,9305.97,8975.15,9240.86,9206.32533333333
"11/10/2001",9242.63,9522.61,9204.04,9410.45,9383.16
"12/10/2001",9409.07,9426.3,9146.34,9344.16,9308.193
"15/10/2001",9340.84,9417.51,9181.07,9347.62,9313.129
"16/10/2001",9346.31,9479.37,9239.68,9384.23,9356.30333333333
