"Date","Open","High","Low","Close","a"
"31/07/2001",5022.55,5095.38,4995.89,5085.51,5081.71333333333
"01/08/2001",5073.75,5125.31,5068.89,5111.58,5109.61633333333
"02/08/2001",5121.95,5204.2,5083.34,5088.7,5087.15766666667
"03/08/2001",5078.16,5093.27,5019.11,5031.29,5026.21066666667
"06/08/2001",5017.63,5096.85,5009.45,5066.25,5061.343
"07/08/2001",5039.04,5062.86,4974.35,5051.62,5050.31633333333
"08/08/2001",5034.9,5038.53,4964.7,4986.23,4983.847
"09/08/2001",4927.95,4934.26,4872.42,4888.3,4880.12466666667
"10/08/2001",4913.84,4962.16,4822.29,4846.02,4833.37633333333
"13/08/2001",4903.73,4925.56,4829.82,4920.35,4907.81133333333
"14/08/2001",4946.07,5003.21,4942.1,4962.64,4954.53533333333
"15/08/2001",4948.86,4974.02,4924.02,4933.97,4925.93133333333
"16/08/2001",4915.14,4916.49,4849.38,4882.62,4874.57966666667
"17/08/2001",4905.7,4927.44,4753.12,4777.37,4769.97033333333
"20/08/2001",4770.5,4817.98,4724.55,4791.43,4783.56533333333
"21/08/2001",4806.9,4836,4776.82,4834.87,4830.25233333333
"22/08/2001",4788.91,4891.03,4768.89,4812.14,4808.722
"23/08/2001",4835.46,4842.38,4775.33,4809.5,4804.43566666667
"24/08/2001",4830.74,4919.91,4822.17,4916.56,4912.93733333333
"27/08/2001",4917.14,4963.86,4899.09,4905.79,4901.891
"28/08/2001",4891.56,4940.93,4793,4815.72,4810.29266666667
"29/08/2001",4792.24,4869.94,4765.71,4834.89,4833.803
"30/08/2001",4827.18,4863.26,4697.67,4703.87,4696.31933333333
"31/08/2001",4687.93,4722.54,4668.19,4689.34,4682.96133333333
"03/09/2001",4712.09,4712.09,4585.39,4629.8,4620.396
"04/09/2001",4696.94,4708.04,4576.42,4673.98,4667.926
"05/09/2001",4627.17,4643.75,4563.69,4571.56,4564.83966666667
"06/09/2001",4616.6,4616.6,4470.73,4480.75,4468.70433333333
"07/09/2001",4485.07,4507.7,4396.55,4413.51,4395.05533333333
"10/09/2001",4372.13,4427.16,4251.54,4383.74,4362.07433333333
"11/09/2001",4059.75,4059.75,4059.75,4059.75,4025.558
"12/09/2001",3861.67,4182.91,3858.37,4114.26,4081.016
"13/09/2001",4089.83,4143.95,4041.39,4113.87,4081.37566666667
"14/09/2001",4124.13,4174.92,3906.74,3909.49,3872.09666666667
"17/09/2001",3861.08,4024.95,3783.62,4015.46,3980.43366666667
"18/09/2001",3980.65,3980.65,3891.32,3970.18,3934.132
"19/09/2001",3955.41,4014.86,3873.81,3888.93,3852.35333333333
"20/09/2001",3878.57,3913.64,3714.05,3738.18,3699.84266666667
"21/09/2001",3674.37,3733.12,3463.07,3652.87,3613.09833333333
"24/09/2001",3713.76,3861.19,3713.76,3861.19,3825.88466666667
"25/09/2001",3795.85,3947.83,3769.09,3902.85,3867.52366666667
"26/09/2001",3882.26,4012.94,3836.42,3975.53,3943.582
"27/09/2001",3946.71,4013.23,3928.12,4013.23,3984.25033333333
"28/09/2001",4065.22,4117.84,4040.89,4079.02,4055.74166666667
"01/10/2001",4097.22,4097.64,3979.05,4004.57,3978.34133333333
"02/10/2001",4018.46,4044.66,3914.39,4044.66,4018.31966666667
"03/10/2001",4034.82,4034.82,3930.04,4024.25,3997.987
"04/10/2001",4110.52,4195.8,4094.02,4195.8,4175.34333333333
"05/10/2001",4137.16,4232.66,4116.15,4164.76,4139.7
"08/10/2001",4102.93,4172.21,4031.09,4172.21,4147.75733333333
"09/10/2001",4149.33,4217.23,4123.54,4176.97,4155.67833333333
"10/10/2001",4145.48,4319.38,4131.57,4319.38,4302.19633333333
"11/10/2001",4328.35,4407.67,4312.48,4330.68,4318.24033333333
"12/10/2001",4372.42,4381.49,4283.5,4336.88,4325.13133333333
"15/10/2001",4295.21,4300.72,4196.73,4213.91,4200.047
"16/10/2001",4220.47,4308.49,4193.01,4308.49,4296.307
"17/10/2001",4379.81,4458.04,4362.99,4411.51,4406.175
"18/10/2001",4308.24,4359.41,4291.39,4338.09,4333.33466666667
"19/10/2001",4310.8,4347.89,4228.23,4264.89,4259.936
"22/10/2001",4281.78,4345.45,4243.12,4341.29,4339.875
"23/10/2001",4385.35,4455.76,4377.41,4455.76,4468.96033333333
"24/10/2001",4420.8,4535.9,4394.13,4486.35,4498.753
"25/10/2001",4491.68,4546.42,4363.36,4378.45,4387.26933333333
"26/10/2001",4443.88,4482.76,4419.4,4478.63,4497.60133333333
"29/10/2001",4465.67,4465.67,4382.57,4383.24,4395.49933333333
"30/10/2001",4315.19,4326.52,4235.69,4251.93,4261.32166666667
"31/10/2001",4238.02,4391.01,4201.81,4341.29,4356.36866666667
"01/11/2001",4325.19,4366.94,4276.61,4366.94,4387.89866666667
"02/11/2001",4387.81,4418.83,4338.82,4369.4,4393.28433333333
"05/11/2001",4392.05,4488.94,4389.77,4485.34,4506.145
"06/11/2001",4500.74,4532.26,4438.18,4461.69,4480.318
