Date,Open,High,Low,Close,moving_average(att1),change(att1),change(att1)-1,change(att1)-2,change(att1)-3,moving_average(att1)-1,moving_average(att1)-2,moving_average(att1)-3,moving_average(att1)-4,att1-1,att1-2,att1-3,id,att1,Pred,PrevClose,Diff,ActDiff
12/01/2010,4970.8,4972.0,4926.1,4931.6,4951.666666666667,-49.599999999999454,39.0,11.699999999999818,-16.300000000000182,4951.3,4939.833333333333,4938.933333333333,4925.366666666666,4981.2,4942.2,4930.5,7.0,4931.6,4944.779999999999,,,
13/01/2010,4919.6,4920.3,4885.1,4900.1,4937.633333333333,-31.5,-49.599999999999454,39.0,11.699999999999818,4951.666666666667,4951.3,4939.833333333333,4938.933333333333,4931.6,4981.2,4942.2,8.0,4900.1,4932.3533333333335,4931.6,-0.7533333333331029,31.5
14/01/2010,4906.7,4949.9,4906.0,4929.4,4920.366666666667,29.299999999999272,-31.5,-49.599999999999454,39.0,4937.633333333333,4951.666666666667,4951.3,4939.833333333333,4900.1,4931.6,4981.2,9.0,4929.4,4951.093333333334,4900.1,-50.993333333333794,-29.299999999999272
15/01/2010,4928.3,4938.7,4893.2,4929.5,4919.666666666667,0.1000000000003638,29.299999999999272,-31.5,-49.599999999999454,4920.366666666667,4937.633333333333,4951.666666666667,4951.3,4929.4,4900.1,4931.6,10.0,4929.5,4918.0199999999995,4929.4,11.38000000000011,-0.1000000000003638
18/01/2010,4921.3,4941.6,4896.3,4936.1,4931.666666666667,6.600000000000364,0.1000000000003638,29.299999999999272,-31.5,4919.666666666667,4920.366666666667,4937.633333333333,4951.666666666667,4929.5,4929.4,4900.1,11.0,4936.1,4934.873333333334,4929.5,-5.373333333333903,-6.600000000000364
19/01/2010,4939.3,4953.2,4889.6,4889.6,4918.400000000001,-46.5,6.600000000000364,0.1000000000003638,29.299999999999272,4931.666666666667,4919.666666666667,4920.366666666667,4937.633333333333,4936.1,4929.5,4929.4,12.0,4889.6,4908.486666666666,4936.1,27.613333333334594,46.5
20/01/2010,4901.8,4932.7,4893.4,4895.1,4906.933333333333,5.5,-46.5,6.600000000000364,0.1000000000003638,4918.400000000001,4931.666666666667,4919.666666666667,4920.366666666667,4889.6,4936.1,4929.5,13.0,4895.1,4926.34,4889.6,-36.73999999999978,-5.5
21/01/2010,4882.6,4883.0,4845.1,4849.6,4878.1,-45.5,5.5,-46.5,6.600000000000364,4906.933333333333,4918.400000000001,4931.666666666667,4919.666666666667,4895.1,4889.6,4936.1,14.0,4849.6,4900.333333333332,4895.1,-5.233333333331757,45.5
22/01/2010,4819.6,4819.6,4740.7,4771.9,4838.866666666667,-77.70000000000073,-45.5,5.5,-46.5,4878.1,4906.933333333333,4918.400000000001,4931.666666666667,4849.6,4895.1,4889.6,15.0,4771.9,4827.993333333332,4849.6,21.60666666666839,77.70000000000073
25/01/2010,4749.9,4750.5,4702.6,4743.1,4788.2,-28.799999999999272,-77.70000000000073,-45.5,5.5,4838.866666666667,4878.1,4906.933333333333,4918.400000000001,4771.9,4849.6,4895.1,16.0,4743.1,4785.5199999999995,4771.9,-13.61999999999989,28.799999999999272
27/01/2010,4732.9,4734.2,4655.4,4670.0,4728.333333333333,-73.10000000000036,-28.799999999999272,-77.70000000000073,-45.5,4788.2,4838.866666666667,4878.1,4906.933333333333,4743.1,4771.9,4849.6,17.0,4670.0,4723.013333333333,4743.1,20.086666666667043,73.10000000000036
28/01/2010,4677.0,4699.2,4667.9,4697.7,4703.599999999999,27.699999999999818,-73.10000000000036,-28.799999999999272,-77.70000000000073,4728.333333333333,4788.2,4838.866666666667,4878.1,4670.0,4743.1,4771.9,18.0,4697.7,4706.133333333333,4670.0,-36.13333333333321,-27.699999999999818
29/01/2010,4683.0,4683.3,4592.9,4596.9,4654.866666666667,-100.80000000000018,27.699999999999818,-73.10000000000036,-28.799999999999272,4703.599999999999,4728.333333333333,4788.2,4838.866666666667,4697.7,4670.0,4743.1,19.0,4596.9,4658.153333333334,4697.7,39.54666666666617,100.80000000000018
01/02/2010,4596.2,4609.1,4544.7,4544.8,4613.133333333332,-52.099999999999454,-100.80000000000018,27.699999999999818,-73.10000000000036,4654.866666666667,4703.599999999999,4728.333333333333,4788.2,4596.9,4697.7,4670.0,20.0,4544.8,4629.680000000001,4596.9,-32.780000000001564,52.099999999999454
02/02/2010,4568.2,4628.8,4566.7,4628.8,4590.166666666667,84.0,-52.099999999999454,-100.80000000000018,27.699999999999818,4613.133333333332,4654.866666666667,4703.599999999999,4728.333333333333,4544.8,4596.9,4697.7,21.0,4628.8,4638.433333333333,4544.8,-93.63333333333321,-84.0
03/02/2010,4651.6,4682.6,4646.5,4673.2,4615.599999999999,44.399999999999636,84.0,-52.099999999999454,-100.80000000000018,4590.166666666667,4613.133333333332,4654.866666666667,4703.599999999999,4628.8,4544.8,4596.9,22.0,4673.2,4653.286666666666,4628.8,-24.48666666666577,-44.399999999999636
04/02/2010,4665.1,4666.4,4623.9,4644.1,4648.7,-29.099999999999454,44.399999999999636,84.0,-52.099999999999454,4615.599999999999,4590.166666666667,4613.133333333332,4654.866666666667,4673.2,4628.8,4544.8,23.0,4644.1,4667.666666666667,4673.2,5.533333333332848,29.099999999999454
05/02/2010,4607.6,4610.5,4508.3,4532.5,4616.599999999999,-111.60000000000036,-29.099999999999454,44.399999999999636,84.0,4648.7,4615.599999999999,4590.166666666667,4613.133333333332,4644.1,4673.2,4628.8,24.0,4532.5,4583.8933333333325,4644.1,60.20666666666784,111.60000000000036
08/02/2010,4539.4,4567.5,4534.7,4538.8,4571.8,6.300000000000182,-111.60000000000036,-29.099999999999454,44.399999999999636,4616.599999999999,4648.7,4615.599999999999,4590.166666666667,4532.5,4644.1,4673.2,25.0,4538.8,4535.633333333334,4532.5,-3.1333333333341216,-6.300000000000182
09/02/2010,4531.5,4531.7,4483.3,4520.7,4530.666666666667,-18.100000000000364,6.300000000000182,-111.60000000000036,-29.099999999999454,4571.8,4616.599999999999,4648.7,4615.599999999999,4538.8,4532.5,4644.1,26.0,4520.7,4532.826666666667,4538.8,5.973333333333358,18.100000000000364
10/02/2010,4546.4,4587.3,4519.6,4533.0,4530.833333333333,12.300000000000182,-18.100000000000364,6.300000000000182,-111.60000000000036,4530.666666666667,4571.8,4616.599999999999,4648.7,4520.7,4538.8,4532.5,27.0,4533.0,4546.08,4520.7,-25.38000000000011,-12.300000000000182
11/02/2010,4531.8,4584.5,4531.0,4575.8,4543.166666666667,42.80000000000018,12.300000000000182,-18.100000000000364,6.300000000000182,4530.833333333333,4530.666666666667,4571.8,4616.599999999999,4533.0,4520.7,4538.8,28.0,4575.8,4578.393333333334,4533.0,-45.39333333333434,-42.80000000000018
12/02/2010,4587.0,4616.4,4570.8,4588.8,4565.866666666666,13.0,42.80000000000018,12.300000000000182,-18.100000000000364,4543.166666666667,4530.833333333333,4530.666666666667,4571.8,4575.8,4533.0,4520.7,29.0,4588.8,4576.866666666667,4575.8,-1.066666666666606,-13.0
15/02/2010,4585.8,4593.1,4564.0,4570.4,4578.333333333333,-18.400000000000546,13.0,42.80000000000018,12.300000000000182,4565.866666666666,4543.166666666667,4530.833333333333,4530.666666666667,4588.8,4575.8,4533.0,30.0,4570.4,4582.94,4588.8,5.860000000000582,18.400000000000546
