Date,Open,High,Low,Close,moving_average(att1),change(att1),change(att1)-1,change(att1)-2,change(att1)-3,moving_average(att1)-1,moving_average(att1)-2,moving_average(att1)-3,moving_average(att1)-4,att1-1,att1-2,att1-3,id,att1,Pred,PrevClose,Diff,ActDiff
12/01/2010,10662.86,10663.08,10568.84,10626.05,10636.0,-38.39000000000124,46.93000000000029,11.110000000000582,33.100000000000364,10629.449999999999,10599.07,10583.753333333334,10576.196666666667,10664.44,10617.51,10606.4,7.0,10626.05,10628.568151798036,,,
13/01/2010,10628.09,10709.26,10614.49,10681.52,10657.336666666666,55.470000000001164,-38.39000000000124,46.93000000000029,11.110000000000582,10636.0,10629.449999999999,10599.07,10583.753333333334,10626.05,10664.44,10617.51,8.0,10681.52,10685.303579136851,10626.05,-59.25357913685184,-55.470000000001164
14/01/2010,10680.16,10723.77,10666.86,10710.62,10672.730000000001,29.100000000000364,55.470000000001164,-38.39000000000124,46.93000000000029,10657.336666666666,10636.0,10629.449999999999,10599.07,10681.52,10626.05,10664.44,9.0,10710.62,10715.049907762077,10681.52,-33.52990776207662,-29.100000000000364
15/01/2010,10706.99,10709.94,10561.06,10609.88,10667.339999999998,-100.7400000000016,29.100000000000364,55.470000000001164,-38.39000000000124,10672.730000000001,10657.336666666666,10636.0,10629.449999999999,10710.62,10681.52,10626.05,10.0,10609.88,10611.941928267446,10710.62,98.6780717325546,100.7400000000016
19/01/2010,10608.37,10729.89,10591.97,10725.28,10681.926666666666,115.40000000000146,-100.7400000000016,29.100000000000364,55.470000000001164,10667.339999999998,10672.730000000001,10657.336666666666,10636.0,10609.88,10710.62,10681.52,11.0,10725.28,10730.118969320354,10609.88,-120.23896932035495,-115.40000000000146
20/01/2010,10719.69,10719.92,10517.3,10603.08,10646.08,-122.20000000000073,115.40000000000146,-100.7400000000016,29.100000000000364,10681.926666666666,10667.339999999998,10672.730000000001,10657.336666666666,10725.28,10609.88,10710.62,12.0,10603.08,10604.403574868336,10725.28,120.87642513166429,122.20000000000073
21/01/2010,10603.91,10614.94,10374.69,10386.63,10571.663333333332,-216.45000000000073,-122.20000000000073,115.40000000000146,-100.7400000000016,10646.08,10681.926666666666,10667.339999999998,10672.730000000001,10603.08,10725.28,10609.88,13.0,10386.63,10384.951122619936,10603.08,218.1288773800643,216.45000000000073
22/01/2010,10389.58,10389.58,10157.64,10169.96,10386.556666666665,-216.67000000000007,-216.45000000000073,-122.20000000000073,115.40000000000146,10571.663333333332,10646.08,10681.926666666666,10667.339999999998,10386.63,10603.08,10725.28,14.0,10169.96,10164.833225155373,10386.63,221.79677484462627,216.67000000000007
25/01/2010,10175.1,10256.87,10171.77,10197.01,10251.199999999999,27.05000000000109,-216.67000000000007,-216.45000000000073,-122.20000000000073,10386.556666666665,10571.663333333332,10646.08,10681.926666666666,10169.96,10386.63,10603.08,15.0,10197.01,10191.422362217463,10169.96,-21.462362217464033,-27.05000000000109
26/01/2010,10195.35,10285.13,10155.6,10192.25,10186.406666666668,-4.760000000000218,27.05000000000109,-216.67000000000007,-216.45000000000073,10251.199999999999,10386.556666666665,10571.663333333332,10646.08,10197.01,10169.96,10386.63,16.0,10192.25,10188.501971087448,10197.01,8.508028912552618,4.760000000000218
