Date,Open,High,Low,Close,change(att1)-1,change(att1)-2,change(att1)-3,moving_average(att1)-1,moving_average(att1)-2,moving_average(att1)-3,moving_average(att1)-4,att1-1,att1-2,att1-3,id,att1,Pred,PrevClose,Diff,ActDiff
05/02/2010,5139.3,5139.3,5033.8,5060.9,-113.80000000000018,-30.199999999999818,35.900000000000546,5225.233333333334,5261.266666666667,5239.733333333334,5193.866666666667,5139.3,5253.1,5283.3,25.0,5060.9,5209.74,5139.3,-70.4399999999996,78.40000000000055
08/02/2010,5060.9,5118.1,5033.0,5092.3,-78.40000000000055,-113.80000000000018,-30.199999999999818,5151.1,5225.233333333334,5261.266666666667,5239.733333333334,5060.9,5139.3,5253.1,26.0,5092.3,5119.446666666667,5060.9,-58.54666666666708,-31.400000000000546
09/02/2010,5092.3,5132.9,5084.8,5111.8,31.400000000000546,-78.40000000000055,-113.80000000000018,5097.5,5151.1,5225.233333333334,5261.266666666667,5092.3,5060.9,5139.3,27.0,5111.8,5095.66,5092.3,-3.3599999999996726,-19.5
10/02/2010,5111.8,5181.2,5105.3,5132.0,19.5,31.400000000000546,-78.40000000000055,5088.333333333333,5097.5,5151.1,5225.233333333334,5111.8,5092.3,5060.9,28.0,5132.0,5127.213333333334,5111.8,-15.413333333333867,-20.199999999999818
11/02/2010,5132.0,5201.8,5114.5,5161.5,20.199999999999818,19.5,31.400000000000546,5112.033333333334,5088.333333333333,5097.5,5151.1,5132.0,5111.8,5092.3,29.0,5161.5,5148.233333333334,5132.0,-16.233333333333576,-29.5
12/02/2010,5161.5,5207.7,5117.4,5142.5,29.5,20.199999999999818,19.5,5135.099999999999,5112.033333333334,5088.333333333333,5097.5,5161.5,5132.0,5111.8,30.0,5142.5,5165.099999999999,5161.5,-3.5999999999994543,19.0
15/02/2010,5142.5,5194.3,5142.5,5167.5,-19.0,29.5,20.199999999999818,5145.333333333333,5135.099999999999,5112.033333333334,5088.333333333333,5142.5,5161.5,5132.0,31.0,5167.5,5166.653333333334,5142.5,-24.15333333333365,-25.0
16/02/2010,5167.5,5248.1,5167.5,5244.1,25.0,-19.0,29.5,5157.166666666667,5145.333333333333,5135.099999999999,5112.033333333334,5167.5,5142.5,5161.5,32.0,5244.1,5175.259999999999,5167.5,-7.759999999999309,-76.60000000000036
17/02/2010,5244.1,5304.5,5244.1,5276.6,76.60000000000036,25.0,-19.0,5184.7,5157.166666666667,5145.333333333333,5135.099999999999,5244.1,5167.5,5142.5,33.0,5276.6,5213.146666666667,5244.1,30.95333333333292,-32.5
18/02/2010,5276.6,5326.4,5261.7,5325.1,32.5,76.60000000000036,25.0,5229.400000000001,5184.7,5157.166666666667,5145.333333333333,5276.6,5244.1,5167.5,34.0,5325.1,5240.42,5276.6,36.18000000000029,-48.5
19/02/2010,5325.1,5366.1,5281.4,5358.2,48.5,32.5,76.60000000000036,5281.933333333333,5229.400000000001,5184.7,5157.166666666667,5325.1,5276.6,5244.1,35.0,5358.2,5279.093333333333,5325.1,46.006666666667115,-33.099999999999454
22/02/2010,5358.2,5387.0,5348.1,5352.1,33.099999999999454,48.5,32.5,5319.966666666667,5281.933333333333,5229.400000000001,5184.7,5358.2,5325.1,5276.6,36.0,5352.1,5329.133333333332,5358.2,29.066666666667516,6.099999999999454
23/02/2010,5352.1,5395.5,5302.0,5315.1,-6.099999999999454,33.099999999999454,48.5,5345.133333333333,5319.966666666667,5281.933333333333,5229.400000000001,5352.1,5358.2,5325.1,37.0,5315.1,5344.933333333333,5352.1,7.16666666666697,37.0
24/02/2010,5315.1,5357.9,5298.2,5342.9,-37.0,-6.099999999999454,33.099999999999454,5341.8,5345.133333333333,5319.966666666667,5281.933333333333,5315.1,5352.1,5358.2,38.0,5342.9,5323.960000000001,5315.1,-8.860000000000582,-27.799999999999272
25/02/2010,5342.9,5370.4,5259.7,5278.2,27.799999999999272,-37.0,-6.099999999999454,5336.7,5341.8,5345.133333333333,5319.966666666667,5342.9,5315.1,5352.1,39.0,5278.2,5347.46,5342.9,-4.5600000000004,64.69999999999982
26/02/2010,5278.2,5367.8,5278.2,5354.5,-64.69999999999982,27.799999999999272,-37.0,5312.066666666667,5336.7,5341.8,5345.133333333333,5278.2,5342.9,5315.1,40.0,5354.5,5273.333333333334,5278.2,4.866666666665878,-76.30000000000018
01/03/2010,5354.5,5420.8,5354.5,5405.9,76.30000000000018,-64.69999999999982,27.799999999999272,5325.2,5312.066666666667,5336.7,5341.8,5354.5,5278.2,5342.9,41.0,5405.9,5334.0,5354.5,20.5,-51.399999999999636
02/03/2010,5405.9,5485.0,5403.7,5484.1,51.399999999999636,76.30000000000018,-64.69999999999982,5346.2,5325.2,5312.066666666667,5336.7,5405.9,5354.5,5278.2,42.0,5484.1,5378.846666666666,5405.9,27.053333333333285,-78.20000000000073
03/03/2010,5484.1,5541.8,5465.3,5533.2,78.20000000000073,51.399999999999636,76.30000000000018,5414.833333333333,5346.2,5325.2,5312.066666666667,5484.1,5405.9,5354.5,43.0,5533.2,5431.080000000001,5484.1,53.01999999999953,-49.099999999999454
04/03/2010,5533.2,5544.2,5501.1,5527.2,49.099999999999454,78.20000000000073,51.399999999999636,5474.400000000001,5414.833333333333,5346.2,5325.2,5533.2,5484.1,5405.9,44.0,5527.2,5475.586666666667,5533.2,57.613333333332776,6.0
05/03/2010,5527.2,5605.4,5527.2,5599.8,-6.0,49.099999999999454,78.20000000000073,5514.833333333333,5474.400000000001,5414.833333333333,5346.2,5527.2,5533.2,5484.1,45.0,5599.8,5509.586666666666,5527.2,17.613333333333685,-72.60000000000036
08/03/2010,5599.8,5621.1,5579.2,5606.7,72.60000000000036,-6.0,49.099999999999454,5553.400000000001,5514.833333333333,5474.400000000001,5414.833333333333,5599.8,5527.2,5533.2,46.0,5606.7,5541.033333333335,5599.8,58.766666666665515,-6.899999999999636
09/03/2010,5606.7,5618.4,5563.1,5602.3,6.899999999999636,72.60000000000036,-6.0,5577.900000000001,5553.400000000001,5514.833333333333,5474.400000000001,5606.7,5599.8,5527.2,47.0,5602.3,5568.113333333333,5606.7,38.58666666666704,4.399999999999636
10/03/2010,5602.3,5645.3,5585.4,5640.6,-4.399999999999636,6.899999999999636,72.60000000000036,5602.933333333333,5577.900000000001,5553.400000000001,5514.833333333333,5602.3,5606.7,5599.8,48.0,5640.6,5629.573333333334,5602.3,-27.27333333333354,-38.30000000000018
11/03/2010,5640.6,5642.9,5594.7,5617.3,38.30000000000018,-4.399999999999636,6.899999999999636,5616.533333333333,5602.933333333333,5577.900000000001,5553.400000000001,5640.6,5602.3,5606.7,49.0,5617.3,5641.453333333334,5640.6,-0.8533333333334667,23.300000000000182
12/03/2010,5617.3,5646.7,5612.4,5625.6,-23.300000000000182,38.30000000000018,-4.399999999999636,5620.066666666667,5616.533333333333,5602.933333333333,5577.900000000001,5617.3,5640.6,5602.3,50.0,5625.6,5633.633333333333,5617.3,-16.33333333333303,-8.300000000000182
15/03/2010,5625.6,5627.0,5588.2,5593.9,8.300000000000182,-23.300000000000182,38.30000000000018,5627.833333333333,5620.066666666667,5616.533333333333,5602.933333333333,5625.6,5617.3,5640.6,51.0,5593.9,5641.066666666667,5625.6,-15.466666666666242,31.700000000000728
16/03/2010,5593.9,5637.7,5593.9,5620.4,-31.700000000000728,8.300000000000182,-23.300000000000182,5612.266666666667,5627.833333333333,5620.066666666667,5616.533333333333,5593.9,5625.6,5617.3,52.0,5620.4,5600.926666666667,5593.9,-7.026666666667552,-26.5
17/03/2010,5620.4,5657.8,5620.4,5644.6,26.5,-31.700000000000728,8.300000000000182,5613.3,5612.266666666667,5627.833333333333,5620.066666666667,5620.4,5593.9,5625.6,53.0,5644.6,5627.446666666667,5620.4,-7.046666666667079,-24.200000000000728
18/03/2010,5644.6,5661.0,5619.2,5642.6,24.200000000000728,26.5,-31.700000000000728,5619.633333333334,5613.3,5612.266666666667,5627.833333333333,5644.6,5620.4,5593.9,54.0,5642.6,5634.780000000002,5644.6,9.8199999999988,2.0
19/03/2010,5642.6,5691.2,5633.5,5650.1,-2.0,24.200000000000728,26.5,5635.866666666666,5619.633333333334,5613.3,5612.266666666667,5642.6,5644.6,5620.4,55.0,5650.1,5640.633333333333,5642.6,1.9666666666671517,-7.5
22/03/2010,5650.1,5650.1,5583.5,5644.5,7.5,-2.0,24.200000000000728,5645.766666666667,5635.866666666666,5619.633333333334,5613.3,5650.1,5642.6,5644.6,56.0,5644.5,5637.113333333333,5650.1,12.986666666667588,5.600000000000364
23/03/2010,5644.5,5695.9,5644.5,5673.6,-5.600000000000364,7.5,-2.0,5645.733333333334,5645.766666666667,5635.866666666666,5619.633333333334,5644.5,5650.1,5642.6,57.0,5673.6,5656.266666666666,5644.5,-11.766666666666424,-29.100000000000364
24/03/2010,5673.6,5698.9,5636.0,5677.9,29.100000000000364,-5.600000000000364,7.5,5656.066666666667,5645.733333333334,5645.766666666667,5635.866666666666,5673.6,5644.5,5650.1,58.0,5677.9,5673.666666666668,5673.6,-0.06666666666751553,-4.299999999999272
25/03/2010,5677.9,5737.1,5673.1,5727.6,4.299999999999272,29.100000000000364,-5.600000000000364,5665.333333333333,5656.066666666667,5645.733333333334,5645.766666666667,5677.9,5673.6,5644.5,59.0,5727.6,5691.273333333333,5677.9,-13.373333333332994,-49.70000000000073
26/03/2010,5727.6,5727.6,5695.5,5703.0,49.70000000000073,4.299999999999272,29.100000000000364,5693.033333333333,5665.333333333333,5656.066666666667,5645.733333333334,5727.6,5677.9,5673.6,60.0,5703.0,5704.4800000000005,5727.6,23.11999999999989,24.600000000000364
29/03/2010,5703.0,5733.1,5684.6,5710.7,-24.600000000000364,49.70000000000073,4.299999999999272,5702.833333333333,5693.033333333333,5665.333333333333,5656.066666666667,5703.0,5727.6,5677.9,61.0,5710.7,5697.1866666666665,5703.0,5.813333333333503,-7.699999999999818
30/03/2010,5710.7,5742.8,5662.8,5672.3,7.699999999999818,-24.600000000000364,49.70000000000073,5713.766666666666,5702.833333333333,5693.033333333333,5665.333333333333,5710.7,5703.0,5727.6,62.0,5672.3,5718.926666666667,5710.7,-8.22666666666737,38.399999999999636
31/03/2010,5672.3,5698.5,5646.3,5679.6,-38.399999999999636,7.699999999999818,-24.600000000000364,5695.333333333333,5713.766666666666,5702.833333333333,5693.033333333333,5672.3,5710.7,5703.0,63.0,5679.6,5688.626666666666,5672.3,-16.326666666665915,-7.300000000000182
01/04/2010,5679.6,5744.9,5679.5,5744.9,7.300000000000182,-38.399999999999636,7.699999999999818,5687.533333333333,5695.333333333333,5713.766666666666,5702.833333333333,5679.6,5672.3,5710.7,64.0,5744.9,5696.8,5679.6,-17.199999999999818,-65.29999999999927
06/04/2010,5744.9,5790.4,5744.6,5780.4,65.29999999999927,7.300000000000182,-38.399999999999636,5698.933333333334,5687.533333333333,5695.333333333333,5713.766666666666,5744.9,5679.6,5672.3,65.0,5780.4,5712.8933333333325,5744.9,32.006666666667115,-35.5
07/04/2010,5780.4,5782.3,5753.4,5762.1,35.5,65.29999999999927,7.300000000000182,5734.966666666667,5698.933333333334,5687.533333333333,5695.333333333333,5780.4,5744.9,5679.6,66.0,5762.1,5744.373333333334,5780.4,36.02666666666573,18.299999999999272
08/04/2010,5762.1,5762.1,5684.5,5712.7,-18.299999999999272,35.5,65.29999999999927,5762.466666666667,5734.966666666667,5698.933333333334,5687.533333333333,5762.1,5780.4,5744.9,67.0,5712.7,5746.320000000001,5762.1,15.779999999999745,49.400000000000546
09/04/2010,5712.7,5773.6,5712.7,5771.0,-49.400000000000546,-18.299999999999272,35.5,5751.733333333334,5762.466666666667,5734.966666666667,5698.933333333334,5712.7,5762.1,5780.4,68.0,5771.0,5750.466666666665,5712.7,-37.766666666665515,-58.30000000000018
12/04/2010,5771.0,5803.7,5755.8,5777.6,58.30000000000018,-49.400000000000546,-18.299999999999272,5748.599999999999,5751.733333333334,5762.466666666667,5734.966666666667,5771.0,5712.7,5762.1,69.0,5777.6,5757.6466666666665,5771.0,13.353333333333467,-6.600000000000364
13/04/2010,5777.6,5778.9,5741.9,5761.7,6.600000000000364,58.30000000000018,-49.400000000000546,5753.766666666667,5748.599999999999,5751.733333333334,5762.466666666667,5777.6,5771.0,5712.7,70.0,5761.7,5748.446666666667,5777.6,29.15333333333365,15.900000000000546
14/04/2010,5761.7,5812.8,5761.7,5796.3,-15.900000000000546,6.600000000000364,58.30000000000018,5770.099999999999,5753.766666666667,5748.599999999999,5751.733333333334,5761.7,5777.6,5771.0,71.0,5796.3,5785.680000000001,5761.7,-23.980000000001382,-34.600000000000364
15/04/2010,5796.3,5832.3,5778.4,5825.0,34.600000000000364,-15.900000000000546,6.600000000000364,5778.533333333333,5770.099999999999,5753.766666666667,5748.599999999999,5796.3,5761.7,5777.6,72.0,5825.0,5786.2,5796.3,10.100000000000364,-28.699999999999818
16/04/2010,5825.0,5833.7,5726.4,5744.0,28.699999999999818,34.600000000000364,-15.900000000000546,5794.333333333333,5778.533333333333,5770.099999999999,5753.766666666667,5825.0,5796.3,5761.7,73.0,5744.0,5794.773333333333,5825.0,30.22666666666737,81.0
19/04/2010,5744.0,5748.3,5697.2,5727.9,-81.0,28.699999999999818,34.600000000000364,5788.433333333333,5794.333333333333,5778.533333333333,5770.099999999999,5744.0,5825.0,5796.3,74.0,5727.9,5787.633333333332,5744.0,-43.6333333333323,16.100000000000364
20/04/2010,5727.9,5796.6,5727.9,5783.7,-16.100000000000364,-81.0,28.699999999999818,5765.633333333334,5788.433333333333,5794.333333333333,5778.533333333333,5727.9,5744.0,5825.0,75.0,5783.7,5750.666666666668,5727.9,-22.766666666668243,-55.80000000000018
21/04/2010,5783.7,5797.0,5721.3,5723.4,55.80000000000018,-16.100000000000364,-81.0,5751.866666666666,5765.633333333334,5788.433333333333,5794.333333333333,5783.7,5727.9,5744.0,76.0,5723.4,5773.76,5783.7,9.9399999999996,60.30000000000018
22/04/2010,5723.4,5761.4,5652.4,5665.3,-60.30000000000018,55.80000000000018,-16.100000000000364,5745.0,5751.866666666666,5765.633333333334,5788.433333333333,5723.4,5783.7,5727.9,77.0,5665.3,5741.526666666668,5723.4,-18.126666666667916,58.099999999999454
23/04/2010,5665.3,5740.9,5665.3,5723.6,-58.099999999999454,-60.30000000000018,55.80000000000018,5724.133333333332,5745.0,5751.866666666666,5765.633333333334,5665.3,5723.4,5783.7,78.0,5723.6,5687.833333333333,5665.3,-22.53333333333285,-58.30000000000018
26/04/2010,5723.6,5800.7,5723.6,5753.9,58.30000000000018,-58.099999999999454,-60.30000000000018,5704.100000000001,5724.133333333332,5745.0,5751.866666666666,5723.6,5665.3,5723.4,79.0,5753.9,5706.1399999999985,5723.6,17.460000000001855,-30.299999999999272
27/04/2010,5753.9,5758.6,5603.5,5603.5,30.299999999999272,58.30000000000018,-58.099999999999454,5714.266666666667,5704.100000000001,5724.133333333332,5745.0,5753.9,5723.6,5665.3,80.0,5603.5,5719.126666666667,5753.9,34.77333333333263,150.39999999999964
28/04/2010,5603.5,5640.0,5533.6,5586.6,-150.39999999999964,30.299999999999272,58.30000000000018,5693.666666666667,5714.266666666667,5704.100000000001,5724.133333333332,5603.5,5753.9,5723.6,81.0,5586.6,5670.573333333333,5603.5,-67.07333333333281,16.899999999999636
29/04/2010,5586.6,5638.8,5579.7,5617.8,-16.899999999999636,-150.39999999999964,30.299999999999272,5648.0,5693.666666666667,5714.266666666667,5704.100000000001,5586.6,5603.5,5753.9,82.0,5617.8,5625.013333333333,5586.6,-38.41333333333296,-31.199999999999818
30/04/2010,5617.8,5643.9,5540.6,5553.3,31.199999999999818,-16.899999999999636,-150.39999999999964,5602.633333333334,5648.0,5693.666666666667,5714.266666666667,5617.8,5586.6,5603.5,83.0,5553.3,5608.3,5617.8,9.5,64.5
04/05/2010,5553.3,5566.0,5398.9,5411.1,-64.5,31.199999999999818,-16.899999999999636,5585.900000000001,5602.633333333334,5648.0,5693.666666666667,5553.3,5617.8,5586.6,84.0,5411.1,5543.460000000002,5553.3,9.839999999998327,142.19999999999982
05/05/2010,5411.1,5428.8,5304.6,5341.9,-142.19999999999982,-64.5,31.199999999999818,5527.400000000001,5585.900000000001,5602.633333333334,5648.0,5411.1,5553.3,5617.8,85.0,5341.9,5472.833333333333,5411.1,-61.733333333332666,69.20000000000073
06/05/2010,5341.9,5371.5,5251.3,5261.0,-69.20000000000073,-142.19999999999982,-64.5,5435.433333333333,5527.400000000001,5585.900000000001,5602.633333333334,5341.9,5411.1,5553.3,86.0,5261.0,5430.046666666666,5341.9,-88.14666666666653,80.89999999999964
07/05/2010,5261.0,5264.5,5045.3,5123.0,-80.89999999999964,-69.20000000000073,-142.19999999999982,5338.0,5435.433333333333,5527.400000000001,5585.900000000001,5261.0,5341.9,5411.1,87.0,5123.0,5356.333333333333,5261.0,-95.33333333333303,138.0
10/05/2010,5123.0,5399.8,5123.0,5387.4,-138.0,-80.89999999999964,-69.20000000000073,5241.966666666666,5338.0,5435.433333333333,5527.400000000001,5123.0,5261.0,5341.9,88.0,5387.4,5244.533333333334,5123.0,-121.53333333333376,-264.39999999999964
11/05/2010,5387.4,5387.4,5257.1,5334.2,264.39999999999964,-138.0,-80.89999999999964,5257.133333333333,5241.966666666666,5338.0,5435.433333333333,5387.4,5123.0,5261.0,89.0,5334.2,5342.946666666667,5387.4,44.45333333333292,53.19999999999982
12/05/2010,5334.2,5401.0,5284.6,5383.5,-53.19999999999982,264.39999999999964,-138.0,5281.533333333333,5257.133333333333,5241.966666666666,5338.0,5334.2,5387.4,5123.0,90.0,5383.5,5305.513333333333,5334.2,28.686666666666497,-49.30000000000018
13/05/2010,5383.5,5436.0,5381.5,5433.7,49.30000000000018,-53.19999999999982,264.39999999999964,5368.366666666666,5281.533333333333,5257.133333333333,5241.966666666666,5383.5,5334.2,5387.4,91.0,5433.7,5341.533333333334,5383.5,41.96666666666624,-50.19999999999982
14/05/2010,5433.7,5433.7,5245.4,5262.9,50.19999999999982,49.30000000000018,-53.19999999999982,5383.8,5368.366666666666,5281.533333333333,5257.133333333333,5433.7,5383.5,5334.2,92.0,5262.9,5390.740000000001,5433.7,42.95999999999913,170.80000000000018
17/05/2010,5262.9,5327.5,5231.6,5262.5,-170.80000000000018,50.19999999999982,49.30000000000018,5360.033333333334,5383.8,5368.366666666666,5281.533333333333,5262.9,5433.7,5383.5,93.0,5262.5,5270.259999999999,5262.9,-7.359999999999673,0.3999999999996362
18/05/2010,5262.5,5341.4,5262.5,5307.3,-0.3999999999996362,-170.80000000000018,50.19999999999982,5319.7,5360.033333333334,5383.8,5368.366666666666,5262.5,5262.9,5433.7,94.0,5307.3,5307.473333333332,5262.5,-44.97333333333245,-44.80000000000018
19/05/2010,5307.3,5307.3,5158.1,5158.1,44.80000000000018,-0.3999999999996362,-170.80000000000018,5277.566666666667,5319.7,5360.033333333334,5383.8,5307.3,5262.5,5262.9,95.0,5158.1,5312.733333333333,5307.3,-5.4333333333324845,149.19999999999982
20/05/2010,5158.1,5230.2,5000.8,5073.1,-149.19999999999982,44.80000000000018,-0.3999999999996362,5242.633333333333,5277.566666666667,5319.7,5360.033333333334,5158.1,5307.3,5262.5,96.0,5073.1,5204.373333333333,5158.1,-46.27333333333263,85.0
21/05/2010,5073.1,5084.0,4957.1,5062.9,-85.0,-149.19999999999982,44.80000000000018,5179.500000000001,5242.633333333333,5277.566666666667,5319.7,5073.1,5158.1,5307.3,97.0,5062.9,5180.206666666667,5073.1,-107.10666666666657,10.200000000000728
24/05/2010,5062.9,5109.4,5021.6,5069.6,-10.200000000000728,-85.0,-149.19999999999982,5098.033333333334,5179.500000000001,5242.633333333333,5277.566666666667,5062.9,5073.1,5158.1,98.0,5069.6,5085.92,5062.9,-23.020000000000437,-6.700000000000728
25/05/2010,5069.6,5069.6,4898.5,4940.7,6.700000000000728,-10.200000000000728,-85.0,5068.533333333334,5098.033333333334,5179.500000000001,5242.633333333333,5069.6,5062.9,5073.1,99.0,4940.7,5108.986666666667,5069.6,-39.386666666666315,128.90000000000055
26/05/2010,4940.7,5097.9,4940.5,5038.1,-128.90000000000055,6.700000000000728,-10.200000000000728,5024.400000000001,5068.533333333334,5098.033333333334,5179.500000000001,4940.7,5069.6,5062.9,100.0,5038.1,5037.0,4940.7,-96.30000000000018,-97.40000000000055
27/05/2010,5038.1,5195.4,5038.1,5195.2,97.40000000000055,-128.90000000000055,6.700000000000728,5016.133333333333,5024.400000000001,5068.533333333334,5098.033333333334,5038.1,4940.7,5069.6,101.0,5195.2,5031.053333333333,5038.1,7.046666666667079,-157.09999999999945
28/05/2010,5195.2,5240.3,5186.0,5188.4,157.09999999999945,97.40000000000055,-128.90000000000055,5058.0,5016.133333333333,5024.400000000001,5068.533333333334,5195.2,5038.1,4940.7,102.0,5188.4,5150.566666666666,5195.2,44.63333333333412,6.800000000000182
01/06/2010,5188.4,5192.1,5063.2,5163.3,-6.800000000000182,157.09999999999945,97.40000000000055,5140.566666666667,5058.0,5016.133333333333,5024.400000000001,5188.4,5195.2,5038.1,103.0,5163.3,5144.573333333334,5188.4,43.826666666665915,25.099999999999454
02/06/2010,5163.3,5163.3,5072.5,5151.3,-25.099999999999454,-6.800000000000182,157.09999999999945,5182.299999999999,5140.566666666667,5058.0,5016.133333333333,5163.3,5188.4,5195.2,104.0,5151.3,5162.7266666666665,5163.3,0.5733333333337214,12.0
03/06/2010,5151.3,5262.5,5151.3,5211.2,-12.0,-25.099999999999454,-6.800000000000182,5167.666666666667,5182.299999999999,5140.566666666667,5058.0,5151.3,5163.3,5188.4,105.0,5211.2,5153.546666666667,5151.3,-2.246666666666897,-59.899999999999636
04/06/2010,5211.2,5261.7,5102.0,5126.0,59.899999999999636,-12.0,-25.099999999999454,5175.266666666666,5167.666666666667,5182.299999999999,5140.566666666667,5211.2,5151.3,5163.3,106.0,5126.0,5198.706666666667,5211.2,12.493333333332885,85.19999999999982
07/06/2010,5126.0,5126.0,5040.3,5069.1,-85.19999999999982,59.899999999999636,-12.0,5162.833333333333,5175.266666666666,5167.666666666667,5182.299999999999,5126.0,5211.2,5151.3,107.0,5069.1,5142.179999999999,5126.0,-16.17999999999938,56.899999999999636
08/06/2010,5069.1,5084.1,4984.7,5028.1,-56.899999999999636,-85.19999999999982,59.899999999999636,5135.433333333333,5162.833333333333,5175.266666666666,5167.666666666667,5069.1,5126.0,5211.2,108.0,5028.1,5092.073333333333,5069.1,-22.973333333332448,41.0
09/06/2010,5028.1,5085.9,4998.1,5085.9,-41.0,-56.899999999999636,-85.19999999999982,5074.400000000001,5135.433333333333,5162.833333333333,5175.266666666666,5028.1,5069.1,5126.0,109.0,5085.9,5096.88,5028.1,-68.77999999999975,-57.79999999999927
