Date,Open,High,Low,Close,change(att1)-1,change(att1)-2,change(att1)-3,moving_average(att1)-1,moving_average(att1)-2,moving_average(att1)-3,moving_average(att1)-4,att1-1,att1-2,att1-3,id,UD,pred,pl
13/01/2000,18667.18,18845.03,18667.18,18833.29,-173.5,657.5099999999984,25.139999999999418,18573.916666666668,18404.2,18301.41,18571.22666666667,18677.42,18850.92,18193.41,7.0,1.0,0.4995589808682447,-166.11000000000058
14/01/2000,18882.99,19058.02,18733.83,18956.55,155.87000000000262,-173.5,657.5099999999984,18787.21,18573.916666666668,18404.2,18301.41,18833.29,18677.42,18850.92,8.0,1.0,0.47150690022277153,-73.55999999999767
17/01/2000,19025.62,19442.58,19025.62,19437.23,123.2599999999984,155.87000000000262,-173.5,18822.42,18787.21,18573.916666666668,18404.2,18956.55,18833.29,18677.42,9.0,1.0,0.47428425805696706,-411.6100000000006
18/01/2000,19412.47,19412.47,19145.17,19196.57,480.6800000000003,123.2599999999984,155.87000000000262,19075.69,18822.42,18787.21,18573.916666666668,19437.23,18956.55,18833.29,10.0,0.0,0.44384318976202525,215.90000000000146
19/01/2000,19181.87,19181.87,18897.75,18897.75,-240.65999999999985,480.6800000000003,123.2599999999984,19196.783333333333,19075.69,18822.42,18787.21,19196.57,19437.23,18956.55,11.0,0.0,0.5052789242029441,-284.119999999999
20/01/2000,18930.26,19167.03,18921.11,19008.01,-298.8199999999997,-240.65999999999985,480.6800000000003,19177.183333333334,19196.783333333333,19075.69,18822.42,18897.75,19196.57,19437.23,12.0,1.0,0.5102323474362097,77.75
21/01/2000,18994.89,18994.89,18713.17,18878.09,110.2599999999984,-298.8199999999997,-240.65999999999985,19034.11,19177.183333333334,19196.783333333333,19075.69,19008.01,18897.75,19196.57,13.0,0.0,0.47539145375903813,116.79999999999927
24/01/2000,18878.46,19124.57,18877.13,19056.71,-129.91999999999825,110.2599999999984,-298.8199999999997,18927.949999999997,19034.11,19177.183333333334,19196.783333333333,18878.09,19008.01,18897.75,14.0,1.0,0.49584732019930167,-178.25
25/01/2000,19004.39,19131.19,18815.37,18895.53,178.61999999999898,-129.91999999999825,110.2599999999984,18980.936666666665,18927.949999999997,19034.11,19177.183333333334,19056.71,18878.09,19008.01,15.0,0.0,0.46956930774414746,108.86000000000058
26/01/2000,18982.84,19145.9,18982.84,19111.19,-161.1800000000003,178.61999999999898,-129.91999999999825,18943.443333333333,18980.936666666665,18927.949999999997,19034.11,18895.53,19056.71,18878.09,16.0,1.0,0.498509700018282,-128.34999999999854
27/01/2000,19125.62,19238.08,18971.68,19209.72,215.65999999999985,-161.1800000000003,178.61999999999898,19021.14333333333,18943.443333333333,18980.936666666665,18927.949999999997,19111.19,18895.53,19056.71,17.0,1.0,0.46641465168224644,-84.10000000000218
28/01/2000,19261.01,19595.83,19237.49,19434.78,98.53000000000247,215.65999999999985,-161.1800000000003,19072.146666666667,19021.14333333333,18943.443333333333,18980.936666666665,19209.72,19111.19,18895.53,18.0,1.0,0.47639048495790653,-173.77000000000044
31/01/2000,19375.11,19539.7,19224.47,19539.7,225.05999999999767,98.53000000000247,215.65999999999985,19251.896666666667,19072.146666666667,19021.14333333333,18943.443333333333,19434.78,19209.72,19111.19,19.0,1.0,0.46561406402074906,-164.59000000000015
01/02/2000,19536.68,19553.68,19266.96,19423.38,104.92000000000189,225.05999999999767,98.53000000000247,19394.733333333334,19251.896666666667,19072.146666666667,19021.14333333333,19539.7,19434.78,19209.72,20.0,0.0,0.47584625568588856,113.29999999999927
02/02/2000,19522.33,19860.26,19522.33,19578.91,-116.31999999999971,104.92000000000189,225.05999999999767,19465.953333333335,19394.733333333334,19251.896666666667,19072.146666666667,19423.38,19539.7,19434.78,21.0,1.0,0.49468902315713514,-56.57999999999811
03/02/2000,19648.35,19878.83,19648.35,19786.42,155.52999999999884,-116.31999999999971,104.92000000000189,19513.99666666667,19465.953333333335,19394.733333333334,19251.896666666667,19578.91,19423.38,19539.7,22.0,1.0,0.471535857648826,-138.0699999999997
04/02/2000,19866.19,20011.91,19752.12,19763.13,207.5099999999984,155.52999999999884,-116.31999999999971,19596.236666666668,19513.99666666667,19465.953333333335,19394.733333333334,19786.42,19578.91,19423.38,23.0,0.0,0.46710877821854496,103.05999999999767
07/02/2000,19832.76,19948.6,19780.56,19945.43,-23.289999999997235,207.5099999999984,155.52999999999884,19709.486666666668,19596.236666666668,19513.99666666667,19465.953333333335,19763.13,19786.42,19578.91,24.0,1.0,0.48676576037531405,-112.67000000000189
08/02/2000,19955.3,19983.44,19834.81,19868.88,182.29999999999927,-23.289999999997235,207.5099999999984,19831.66,19709.486666666668,19596.236666666668,19513.99666666667,19945.43,19763.13,19786.42,25.0,0.0,0.46925588619156117,86.41999999999825
09/02/2000,19930.41,20046.14,19925.64,20007.77,-76.54999999999927,182.29999999999927,-23.289999999997235,19859.146666666667,19831.66,19709.486666666668,19596.236666666668,19868.88,19945.43,19763.13,26.0,1.0,0.4913018559977992,-77.36000000000058
10/02/2000,19915.53,19915.56,19710.02,19710.02,138.88999999999942,-76.54999999999927,182.29999999999927,19940.693333333333,19859.146666666667,19831.66,19709.486666666668,20007.77,19868.88,19945.43,27.0,0.0,0.4729530681474769,205.5099999999984
14/02/2000,19698.57,19748.42,19556.46,19556.46,-297.75,138.88999999999942,-76.54999999999927,19862.22333333333,19940.693333333333,19859.146666666667,19831.66,19710.02,20007.77,19868.88,28.0,0.0,0.5101412167130394,-142.11000000000058
15/02/2000,19587.82,19689.16,19331.05,19367.83,-153.5600000000013,-297.75,138.88999999999942,19758.083333333332,19862.22333333333,19940.693333333333,19859.146666666667,19556.46,19710.02,20007.77,29.0,0.0,0.4978607129990681,219.98999999999796
16/02/2000,19418.56,19612.6,19300.14,19599.18,-188.62999999999738,-153.5600000000013,-297.75,19544.77,19758.083333333332,19862.22333333333,19940.693333333333,19367.83,19556.46,19710.02,30.0,1.0,0.5008475863276548,180.61999999999898
17/02/2000,19646.37,19803.69,19518.08,19791.4,231.34999999999854,-188.62999999999738,-153.5600000000013,19507.823333333334,19544.77,19758.083333333332,19862.22333333333,19599.18,19367.83,19556.46,31.0,1.0,0.4650783516387469,-145.03000000000247
18/02/2000,19852.18,19862.94,19670.05,19789.03,192.22000000000116,231.34999999999854,-188.62999999999738,19586.13666666667,19507.823333333334,19544.77,19758.083333333332,19791.4,19599.18,19367.83,32.0,0.0,0.4684110107019806,63.150000000001455
21/02/2000,19736.15,19763.51,19543.75,19543.75,-2.3700000000026193,192.22000000000116,231.34999999999854,19726.536666666667,19586.13666666667,19507.823333333334,19544.77,19789.03,19791.4,19599.18,33.0,0.0,0.48498402698398163,192.40000000000146
22/02/2000,19553.62,19712.37,19353.4,19390.58,-245.27999999999884,-2.3700000000026193,192.22000000000116,19708.06,19726.536666666667,19586.13666666667,19507.823333333334,19543.75,19789.03,19791.4,34.0,0.0,0.50567240452168,-163.03999999999724
23/02/2000,19439.17,19527.79,19373.04,19519.55,-153.16999999999825,-245.27999999999884,-2.3700000000026193,19574.453333333335,19708.06,19726.536666666667,19586.13666666667,19390.58,19543.75,19789.03,35.0,1.0,0.49782749712800567,-80.38000000000102
24/02/2000,19616.26,19698.95,19558.04,19571.44,128.96999999999753,-153.16999999999825,-245.27999999999884,19484.626666666667,19574.453333333335,19708.06,19726.536666666667,19519.55,19390.58,19543.75,36.0,0.0,0.47379794363705746,44.81999999999971
25/02/2000,19623.38,19817.88,19539.0,19817.88,51.88999999999942,128.96999999999753,-153.16999999999825,19493.85666666667,19484.626666666667,19574.453333333335,19708.06,19571.44,19519.55,19390.58,37.0,1.0,0.48036276246133713,-194.5
28/02/2000,19783.44,19904.86,19713.86,19720.1,246.44000000000233,51.88999999999942,128.96999999999753,19636.289999999997,19493.85666666667,19484.626666666667,19574.453333333335,19817.88,19571.44,19519.55,38.0,0.0,0.46379315293534257,63.340000000000146
29/02/2000,19761.52,19978.75,19747.02,19959.52,-97.78000000000247,246.44000000000233,51.88999999999942,19703.14,19636.289999999997,19493.85666666667,19484.626666666667,19720.1,19817.88,19571.44,39.0,1.0,0.4931099917481817,-198.0
01/03/2000,20030.08,20165.51,20007.64,20081.67,239.4200000000019,-97.78000000000247,246.44000000000233,19832.5,19703.14,19636.289999999997,19493.85666666667,19959.52,19720.1,19817.88,40.0,1.0,0.46439103861446096,-51.58999999999651
02/03/2000,20097.59,20202.96,19903.29,20065.11,122.14999999999782,239.4200000000019,-97.78000000000247,19920.429999999997,19832.5,19703.14,19636.289999999997,20081.67,19959.52,19720.1,41.0,0.0,0.474378795536144,32.47999999999956
03/03/2000,20023.04,20034.6,19859.42,19927.54,-16.55999999999767,122.14999999999782,239.4200000000019,20035.433333333334,19920.429999999997,19832.5,19703.14,20065.11,20081.67,19959.52,42.0,0.0,0.4861925736772419,95.5
06/03/2000,20041.48,20160.03,19742.58,19796.35,-137.5699999999997,-16.55999999999767,122.14999999999782,20024.773333333334,20035.433333333334,19920.429999999997,19832.5,19927.54,20065.11,20081.67,43.0,0.0,0.49649886228552054,245.13000000000102
07/03/2000,19802.54,19944.24,19704.23,19944.24,-131.19000000000233,-137.5699999999997,-16.55999999999767,19929.666666666668,20024.773333333334,20035.433333333334,19920.429999999997,19796.35,19927.54,20065.11,44.0,1.0,0.49595548470250433,-141.70000000000073
08/03/2000,19856.37,19856.37,19692.04,19766.8,147.89000000000306,-131.19000000000233,-137.5699999999997,19889.376666666667,19929.666666666668,20024.773333333334,20035.433333333334,19944.24,19796.35,19927.54,45.0,0.0,0.4721865480460428,89.56999999999971
09/03/2000,19751.72,19885.54,19614.82,19662.33,-177.44000000000233,147.89000000000306,-131.19000000000233,19835.796666666665,19889.376666666667,19929.666666666668,20024.773333333334,19766.8,19944.24,19796.35,46.0,0.0,0.49989454633487257,89.38999999999942
10/03/2000,19734.84,19982.44,19686.5,19750.4,-104.46999999999753,-177.44000000000233,147.89000000000306,19791.123333333333,19835.796666666665,19889.376666666667,19929.666666666668,19662.33,19766.8,19944.24,47.0,1.0,0.49367977169024707,-15.56000000000131
13/03/2000,19731.5,19760.35,19060.08,19189.93,88.06999999999971,-104.46999999999753,-177.44000000000233,19726.510000000002,19791.123333333333,19835.796666666665,19889.376666666667,19750.4,19662.33,19766.8,48.0,0.0,0.47728135165357316,541.5699999999997
14/03/2000,19139.57,19335.22,18956.25,19141.84,-560.4700000000012,88.06999999999971,-104.46999999999753,19534.22,19726.510000000002,19791.123333333333,19835.796666666665,19189.93,19750.4,19662.33,49.0,1.0,0.5325167901628941,2.2700000000004366
15/03/2000,19120.06,19120.06,18765.88,19078.6,-48.090000000000146,-560.4700000000012,88.06999999999971,19360.72333333333,19534.22,19726.510000000002,19791.123333333333,19141.84,19189.93,19750.4,50.0,0.0,0.48887794909926524,41.460000000002765
16/03/2000,19095.63,19313.18,18892.26,19253.23,-63.2400000000016,-48.090000000000146,-560.4700000000012,19136.79,19360.72333333333,19534.22,19726.510000000002,19078.6,19141.84,19189.93,51.0,1.0,0.49016825793667895,-157.59999999999854
17/03/2000,19335.6,19573.48,19335.6,19566.32,174.63000000000102,-63.2400000000016,-48.090000000000146,19157.89,19136.79,19360.72333333333,19534.22,19253.23,19078.6,19141.84,52.0,1.0,0.46990913165578296,-230.72000000000116
21/03/2000,19598.53,19602.36,19455.11,19602.36,313.09000000000015,174.63000000000102,-63.2400000000016,19299.383333333335,19157.89,19136.79,19360.72333333333,19566.32,19253.23,19078.6,53.0,1.0,0.45811664573972455,-3.8300000000017462
22/03/2000,19612.23,19734.43,19602.88,19733.59,36.04000000000087,313.09000000000015,174.63000000000102,19473.97,19299.383333333335,19157.89,19136.79,19602.36,19566.32,19253.23,54.0,1.0,0.48171268952886215,-121.36000000000058
23/03/2000,19749.51,19762.3,19568.77,19704.6,131.22999999999956,36.04000000000087,313.09000000000015,19634.09,19473.97,19299.383333333335,19157.89,19733.59,19602.36,19566.32,55.0,0.0,0.47360546192269726,44.909999999999854
24/03/2000,19752.16,20012.41,19697.57,19958.08,-28.9900000000016,131.22999999999956,36.04000000000087,19680.18333333333,19634.09,19473.97,19299.383333333335,19704.6,19733.59,19602.36,56.0,1.0,0.4872512231062225,-205.9200000000019
27/03/2000,19976.14,20295.69,19880.11,20281.03,253.4800000000032,-28.9900000000016,131.22999999999956,19798.756666666668,19680.18333333333,19634.09,19473.97,19958.08,19704.6,19733.59,57.0,1.0,0.4631935638782209,-304.8899999999994
28/03/2000,20273.68,20388.18,20014.08,20374.34,322.9499999999971,253.4800000000032,-28.9900000000016,19981.236666666668,19798.756666666668,19680.18333333333,19634.09,20281.03,19958.08,19704.6,58.0,1.0,0.457276880384154,-100.65999999999985
29/03/2000,20406.56,20809.18,20406.56,20706.65,93.31000000000131,322.9499999999971,253.4800000000032,20204.483333333334,19981.236666666668,19798.756666666668,19680.18333333333,20374.34,20281.03,19958.08,59.0,1.0,0.47683506661673825,-300.09000000000015
30/03/2000,20706.45,20809.79,20439.44,20441.5,332.3100000000013,93.31000000000131,322.9499999999971,20454.006666666664,20204.483333333334,19981.236666666668,19798.756666666668,20706.65,20374.34,20281.03,60.0,0.0,0.45647969947866246,264.9500000000007
31/03/2000,20371.07,20550.1,20259.35,20337.32,-265.15000000000146,332.3100000000013,93.31000000000131,20507.49666666667,20454.006666666664,20204.483333333334,19981.236666666668,20441.5,20706.65,20374.34,61.0,0.0,0.5073647105678458,-33.75
03/04/2000,20327.79,20726.99,20271.92,20726.99,-104.18000000000029,-265.15000000000146,332.3100000000013,20495.156666666666,20507.49666666667,20454.006666666664,20204.483333333334,20337.32,20441.5,20706.65,62.0,1.0,0.4936550727092011,-399.2000000000007
