Date,Open,High,Low,Close,UD,change(att1)-1,change(att1)-2,change(att1)-3,moving_average(att1)-1,moving_average(att1)-2,moving_average(att1)-3,moving_average(att1)-4,att1-1,att1-2,att1-3,confidence(D),id,pred,confidence(U)
10/04/2002,10210.4,10437.43,10175.18,10381.73,U,-40.409999999999854,-22.55999999999949,36.469999999999345,10243.13,10251.963333333333,10235.033333333333,10249.056666666665,10208.67,10249.08,10271.64,0.5473612793492231,568.0,D,0.4526387206507769
11/04/2002,10378.89,10425.87,10116.37,10176.08,D,173.0599999999995,-40.409999999999854,-22.55999999999949,10279.826666666666,10243.13,10251.963333333333,10235.033333333333,10381.73,10208.67,10249.08,0.5955101782133566,569.0,D,0.4044898217866433
12/04/2002,10178.57,10312.26,10083.92,10190.82,U,-205.64999999999964,173.0599999999995,-40.409999999999854,10255.493333333334,10279.826666666666,10243.13,10251.963333333333,10176.08,10381.73,10208.67,0.5446344823811892,570.0,D,0.45536551761881083
15/04/2002,10189.57,10261.05,10037.9,10093.67,D,14.739999999999782,-205.64999999999964,173.0599999999995,10249.543333333333,10255.493333333334,10279.826666666666,10243.13,10190.82,10176.08,10381.73,0.5211739975951815,571.0,D,0.4788260024048186
16/04/2002,10100.38,10365.12,10100.38,10301.32,U,-97.14999999999964,14.739999999999782,-205.64999999999964,10153.523333333333,10249.543333333333,10255.493333333334,10279.826666666666,10093.67,10190.82,10176.08,0.5703454451288303,572.0,D,0.42965455487116966
17/04/2002,10299.66,10379.51,10137.47,10220.78,D,207.64999999999964,-97.14999999999964,14.739999999999782,10195.269999999999,10153.523333333333,10249.543333333333,10255.493333333334,10301.32,10093.67,10190.82,0.5948953653367955,573.0,D,0.40510463466320445
18/04/2002,10219.47,10334.67,10010.22,10205.28,D,-80.53999999999905,207.64999999999964,-97.14999999999964,10205.256666666666,10195.269999999999,10153.523333333333,10249.543333333333,10220.78,10301.32,10093.67,0.5833820915946966,574.0,D,0.41661790840530344
19/04/2002,10212.69,10338.83,10151.52,10257.11,U,-15.5,-80.53999999999905,207.64999999999964,10242.46,10205.256666666666,10195.269999999999,10153.523333333333,10205.28,10220.78,10301.32,0.5305206552978768,575.0,D,0.46947934470212327
22/04/2002,10256.0,10299.39,10056.45,10136.43,D,51.82999999999993,-15.5,-80.53999999999905,10227.723333333333,10242.46,10205.256666666666,10195.269999999999,10257.11,10205.28,10220.78,0.5838463640003685,576.0,D,0.41615363599963157
23/04/2002,10137.2,10243.06,10003.84,10089.24,D,-120.68000000000029,51.82999999999993,-15.5,10199.606666666667,10227.723333333333,10242.46,10205.256666666666,10136.43,10257.11,10205.28,0.54994561068873,577.0,D,0.45005438931126995
24/04/2002,10090.07,10209.64,9984.0,10030.43,D,-47.19000000000051,-120.68000000000029,51.82999999999993,10160.926666666666,10199.606666666667,10227.723333333333,10242.46,10089.24,10136.43,10257.11,0.5363957573571139,578.0,D,0.4636042426428861
25/04/2002,10028.7,10103.64,9864.08,10035.06,U,-58.80999999999949,-47.19000000000051,-120.68000000000029,10085.366666666667,10160.926666666666,10199.606666666667,10227.723333333333,10030.43,10089.24,10136.43,0.566771343067018,579.0,D,0.4332286569329819
26/04/2002,10037.42,10127.85,9875.44,9910.72,D,4.6299999999992,-58.80999999999949,-47.19000000000051,10051.576666666666,10085.366666666667,10160.926666666666,10199.606666666667,10035.06,10030.43,10089.24,0.5732118195580387,580.0,D,0.42678818044196126
29/04/2002,9910.52,10012.16,9767.15,9819.87,D,-124.34000000000015,4.6299999999992,-58.80999999999949,9992.07,10051.576666666666,10085.366666666667,10160.926666666666,9910.72,10035.06,10030.43,0.5593758122677992,581.0,D,0.4406241877322008
30/04/2002,9818.9,10063.64,9775.1,9946.22,U,-90.84999999999854,-124.34000000000015,4.6299999999992,9921.883333333333,9992.07,10051.576666666666,10085.366666666667,9819.87,9910.72,10035.06,0.5503142971665981,582.0,D,0.449685702833402
01/05/2002,9944.9,10121.21,9778.42,10059.63,U,126.34999999999854,-90.84999999999854,-124.34000000000015,9892.269999999999,9921.883333333333,9992.07,10051.576666666666,9946.22,9819.87,9910.72,0.6163542093704143,583.0,D,0.3836457906295857
02/05/2002,10057.62,10182.94,9970.92,10091.87,U,113.40999999999985,126.34999999999854,-90.84999999999854,9941.906666666668,9892.269999999999,9921.883333333333,9992.07,10059.63,9946.22,9819.87,0.6355530870087316,584.0,D,0.36444691299126836
03/05/2002,10091.73,10130.97,9891.49,10006.63,D,32.2400000000016,113.40999999999985,126.34999999999854,10032.573333333334,9941.906666666668,9892.269999999999,9921.883333333333,10091.87,10059.63,9946.22,0.5927971138822531,585.0,D,0.40720288611774685
06/05/2002,10005.8,10081.98,9780.29,9808.04,D,-85.2400000000016,32.2400000000016,113.40999999999985,10052.71,10032.573333333334,9941.906666666668,9892.269999999999,10006.63,10091.87,10059.63,0.5606002171678224,586.0,D,0.4393997828321777
07/05/2002,9810.53,9985.32,9749.73,9836.55,U,-198.58999999999833,-85.2400000000016,32.2400000000016,9968.846666666666,10052.71,10032.573333333334,9941.906666666668,9808.04,10006.63,10091.87,0.5337355614767664,587.0,D,0.46626443852323357
08/05/2002,9847.96,10203.76,9847.96,10141.83,U,28.5099999999984,-198.58999999999833,-85.2400000000016,9883.74,9968.846666666666,10052.71,10032.573333333334,9836.55,9808.04,10006.63,0.5808492335761674,588.0,D,0.41915076642383264
09/05/2002,10137.96,10185.08,9966.63,10037.42,D,305.28000000000065,28.5099999999984,-198.58999999999833,9928.806666666665,9883.74,9968.846666666666,10052.71,10141.83,9836.55,9808.04,0.6709866523721121,589.0,D,0.329013347627888
10/05/2002,10040.25,10115.23,9891.04,9939.92,D,-104.40999999999985,305.28000000000065,28.5099999999984,10005.266666666665,9928.806666666665,9883.74,9968.846666666666,10037.42,10141.83,9836.55,0.597564075855869,590.0,D,0.402435924144131
13/05/2002,9938.82,10148.71,9892.73,10109.66,U,-97.5,-104.40999999999985,305.28000000000065,10039.723333333333,10005.266666666665,9928.806666666665,9883.74,9939.92,10037.42,10141.83,0.5202365836714843,591.0,D,0.47976341632851566
14/05/2002,10119.34,10346.59,10119.34,10298.14,U,169.73999999999978,-97.5,-104.40999999999985,10029.0,10039.723333333333,10005.266666666665,9928.806666666665,10109.66,9939.92,10037.42,0.621488375296829,592.0,D,0.378511624703171
15/05/2002,10288.56,10382.97,10152.97,10243.68,D,188.47999999999956,169.73999999999978,-97.5,10115.906666666668,10029.0,10039.723333333333,10005.266666666665,10298.14,10109.66,9939.92,0.6482902379170631,593.0,D,0.351709762082937
16/05/2002,10242.11,10374.05,10168.64,10289.21,U,-54.45999999999913,188.47999999999956,169.73999999999978,10217.16,10115.906666666668,10029.0,10039.723333333333,10243.68,10298.14,10109.66,0.5653642434339736,594.0,D,0.43463575656602643
17/05/2002,10291.05,10400.62,10209.49,10353.08,U,45.529999999998836,-54.45999999999913,188.47999999999956,10277.01,10217.16,10115.906666666668,10029.0,10289.21,10243.68,10298.14,0.5525738205717483,595.0,D,0.44742617942825164
20/05/2002,10348.93,10357.44,10164.39,10229.5,D,63.8700000000008,45.529999999998836,-54.45999999999913,10295.323333333334,10277.01,10217.16,10115.906666666668,10353.08,10289.21,10243.68,0.5915402233944346,596.0,D,0.40845977660556543
21/05/2002,10229.08,10322.15,10060.46,10105.71,D,-123.57999999999993,63.8700000000008,45.529999999998836,10290.596666666666,10295.323333333334,10277.01,10217.16,10229.5,10353.08,10289.21,0.539044832720294,597.0,D,0.460955167279706
22/05/2002,10098.58,10200.78,10004.41,10157.88,U,-123.79000000000087,-123.57999999999993,63.8700000000008,10229.43,10290.596666666666,10295.323333333334,10277.01,10105.71,10229.5,10353.08,0.5137095218012443,598.0,D,0.4862904781987557
23/05/2002,10158.3,10268.87,10044.2,10216.08,U,52.17000000000007,-123.79000000000087,-123.57999999999993,10164.363333333333,10229.43,10290.596666666666,10295.323333333334,10157.88,10105.71,10229.5,0.5745191381085614,599.0,D,0.4254808618914386
24/05/2002,10211.92,10255.93,10054.58,10104.26,D,58.20000000000073,52.17000000000007,-123.79000000000087,10159.89,10164.363333333333,10229.43,10290.596666666666,10216.08,10157.88,10105.71,0.5971585932049225,600.0,D,0.4028414067950775
28/05/2002,10106.54,10144.53,9917.64,9981.58,D,-111.81999999999971,58.20000000000073,52.17000000000007,10159.406666666668,10159.89,10164.363333333333,10229.43,10104.26,10216.08,10157.88,0.5450680901573939,601.0,D,0.4549319098426061
29/05/2002,9976.94,10056.31,9860.42,9923.04,D,-122.68000000000029,-111.81999999999971,58.20000000000073,10100.64,10159.406666666668,10159.89,10164.363333333333,9981.58,10104.26,10216.08,0.5270044750678428,602.0,D,0.4729955249321572
30/05/2002,9915.01,9995.76,9769.64,9911.69,D,-58.539999999999054,-122.68000000000029,-111.81999999999971,10002.960000000001,10100.64,10159.406666666668,10159.89,9923.04,9981.58,10104.26,0.5636413017312305,603.0,D,0.4363586982687696
31/05/2002,9915.15,10074.16,9865.89,9925.25,U,-11.350000000000364,-58.539999999999054,-122.68000000000029,9938.770000000002,10002.960000000001,10100.64,10159.406666666668,9911.69,9923.04,9981.58,0.5853227477838753,604.0,D,0.4146772522161248
03/06/2002,9923.94,10016.04,9685.49,9709.79,D,13.55999999999949,-11.350000000000364,-58.539999999999054,9919.993333333334,9938.770000000002,10002.960000000001,10100.64,9925.25,9911.69,9923.04,0.5920394248472833,605.0,D,0.40796057515271666
04/06/2002,9710.34,9798.74,9541.36,9687.84,D,-215.45999999999913,13.55999999999949,-11.350000000000364,9848.910000000002,9919.993333333334,9938.770000000002,10002.960000000001,9709.79,9925.25,9911.69,0.5495701127579159,606.0,D,0.45042988724208405
05/06/2002,9688.53,9860.91,9636.82,9796.8,U,-21.950000000000728,-215.45999999999913,13.55999999999949,9774.293333333333,9848.910000000002,9919.993333333334,9938.770000000002,9687.84,9709.79,9925.25,0.5660521899327373,607.0,D,0.4339478100672628
06/06/2002,9795.7,9820.41,9552.85,9624.64,D,108.95999999999913,-21.950000000000728,-215.45999999999913,9731.476666666667,9774.293333333333,9848.910000000002,9919.993333333334,9796.8,9687.84,9709.79,0.6431894665071337,608.0,D,0.3568105334928663
07/06/2002,9592.38,9668.18,9416.33,9589.67,D,-172.15999999999985,108.95999999999913,-21.950000000000728,9703.093333333332,9731.476666666667,9774.293333333333,9848.910000000002,9624.64,9796.8,9687.84,0.5850356469491267,609.0,D,0.41496435305087326
10/06/2002,9587.38,9744.33,9509.91,9645.4,U,-34.969999999999345,-172.15999999999985,108.95999999999913,9670.37,9703.093333333332,9731.476666666667,9774.293333333333,9589.67,9624.64,9796.8,0.5695576758669766,610.0,D,0.43044232413302336
11/06/2002,9647.62,9794.17,9487.91,9517.26,D,55.72999999999956,-34.969999999999345,-172.15999999999985,9619.903333333334,9670.37,9703.093333333332,9731.476666666667,9645.4,9589.67,9624.64,0.6393389236405991,611.0,D,0.3606610763594009
12/06/2002,9515.12,9682.37,9380.82,9617.71,U,-128.13999999999942,55.72999999999956,-34.969999999999345,9584.11,9619.903333333334,9670.37,9703.093333333332,9517.26,9645.4,9589.67,0.6011093036226134,612.0,D,0.3988906963773866
13/06/2002,9612.87,9671.64,9454.41,9502.8,D,100.44999999999891,-128.13999999999942,55.72999999999956,9593.456666666667,9584.11,9619.903333333334,9670.37,9617.71,9517.26,9645.4,0.6165234964324988,613.0,D,0.3834765035675011
14/06/2002,9498.92,9538.93,9229.63,9474.21,D,-114.90999999999985,100.44999999999891,-128.13999999999942,9545.923333333334,9593.456666666667,9584.11,9619.903333333334,9502.8,9617.71,9517.26,0.6241915411635719,614.0,D,0.37580845883642816
17/06/2002,9476.5,9736.58,9462.3,9687.42,U,-28.590000000000146,-114.90999999999985,100.44999999999891,9531.573333333332,9545.923333333334,9593.456666666667,9584.11,9474.21,9502.8,9617.71,0.5937970396288225,615.0,D,0.4062029603711776
18/06/2002,9684.52,9775.83,9588.29,9706.12,U,213.21000000000095,-28.590000000000146,-114.90999999999985,9554.81,9531.573333333332,9545.923333333334,9593.456666666667,9687.42,9474.21,9502.8,0.6725198742394739,616.0,D,0.3274801257605261
19/06/2002,9702.0,9760.2,9514.29,9561.57,D,18.700000000000728,213.21000000000095,-28.590000000000146,9622.583333333334,9554.81,9531.573333333332,9545.923333333334,9706.12,9687.42,9474.21,0.6525992020619305,617.0,D,0.3474007979380696
20/06/2002,9561.64,9628.11,9390.1,9431.77,D,-144.5500000000011,18.700000000000728,213.21000000000095,9651.703333333333,9622.583333333334,9554.81,9531.573333333332,9561.57,9706.12,9687.42,0.5696703245013023,618.0,D,0.4303296754986977
21/06/2002,9430.66,9456.76,9186.71,9253.79,D,-129.79999999999927,-144.5500000000011,18.700000000000728,9566.486666666668,9651.703333333333,9622.583333333334,9554.81,9431.77,9561.57,9706.12,0.5780845278230926,619.0,D,0.4219154721769074
24/06/2002,9252.47,9417.23,9046.04,9281.82,U,-177.97999999999956,-129.79999999999927,-144.5500000000011,9415.710000000001,9566.486666666668,9651.703333333333,9622.583333333334,9253.79,9431.77,9561.57,0.5924092326634393,620.0,D,0.4075907673365607
25/06/2002,9285.56,9457.38,9089.17,9126.82,D,28.029999999998836,-177.97999999999956,-129.79999999999927,9322.460000000001,9415.710000000001,9566.486666666668,9651.703333333333,9281.82,9253.79,9431.77,0.6293764986210035,621.0,D,0.3706235013789965
26/06/2002,9108.22,9207.07,8831.92,9120.11,U,-155.0,28.029999999998836,-177.97999999999956,9220.81,9322.460000000001,9415.710000000001,9566.486666666668,9126.82,9281.82,9253.79,0.62955877651094,622.0,D,0.37044122348905995
27/06/2002,9122.12,9342.33,8992.32,9269.92,U,-6.709999999999127,-155.0,28.029999999998836,9176.25,9220.81,9322.460000000001,9415.710000000001,9120.11,9126.82,9281.82,0.6242256954159354,623.0,D,0.3757743045840645
28/06/2002,9270.33,9435.44,9131.49,9243.26,D,149.8099999999995,-6.709999999999127,-155.0,9172.283333333333,9176.25,9220.81,9322.460000000001,9269.92,9120.11,9126.82,0.693170270790399,624.0,D,0.3068297292096011
01/07/2002,9239.25,9381.37,9059.88,9109.79,D,-26.659999999999854,149.8099999999995,-6.709999999999127,9211.096666666666,9172.283333333333,9176.25,9220.81,9243.26,9269.92,9120.11,0.6650511785100399,625.0,D,0.3349488214899601
02/07/2002,9104.95,9185.88,8918.11,9007.75,D,-133.46999999999935,-26.659999999999854,149.8099999999995,9207.656666666668,9211.096666666666,9172.283333333333,9176.25,9109.79,9243.26,9269.92,0.6091696725455746,626.0,D,0.3908303274544254
03/07/2002,9006.37,9140.32,8832.89,9054.97,U,-102.04000000000087,-133.46999999999935,-26.659999999999854,9120.266666666668,9207.656666666668,9211.096666666666,9172.283333333333,9007.75,9109.79,9243.26,0.6265737276592193,627.0,D,0.37342627234078074
05/07/2002,9061.54,9399.65,9054.97,9379.5,U,47.219999999999345,-102.04000000000087,-133.46999999999935,9057.503333333334,9120.266666666668,9207.656666666668,9211.096666666666,9054.97,9007.75,9109.79,0.6714858886336544,628.0,D,0.32851411136634556
08/07/2002,9375.7,9433.08,9184.9,9274.9,D,324.53000000000065,47.219999999999345,-102.04000000000087,9147.406666666668,9057.503333333334,9120.266666666668,9207.656666666668,9379.5,9054.97,9007.75,0.7295084327329705,629.0,D,0.27049156726702944
09/07/2002,9273.38,9357.35,9065.88,9096.09,D,-104.60000000000036,324.53000000000065,47.219999999999345,9236.456666666667,9147.406666666668,9057.503333333334,9120.266666666668,9274.9,9379.5,9054.97,0.6665793786452889,630.0,D,0.33342062135471107
10/07/2002,9098.16,9188.71,8772.94,8813.5,D,-178.8099999999995,-104.60000000000036,324.53000000000065,9250.163333333334,9236.456666666667,9147.406666666668,9057.503333333334,9096.09,9274.9,9379.5,0.5745574265030918,631.0,D,0.42544257349690817
11/07/2002,8812.12,8937.87,8557.84,8801.53,D,-282.59000000000015,-178.8099999999995,-104.60000000000036,9061.496666666666,9250.163333333334,9236.456666666667,9147.406666666668,8813.5,9096.09,9274.9,0.5971207068048789,632.0,D,0.40287929319512106
12/07/2002,8805.33,8903.0,8555.15,8684.53,D,-11.969999999999345,-282.59000000000015,-178.8099999999995,8903.706666666667,9061.496666666666,9250.163333333334,9236.456666666667,8801.53,8813.5,9096.09,0.6507312773056458,633.0,D,0.3492687226943542
15/07/2002,8681.28,8720.18,8220.78,8639.19,D,-117.0,-11.969999999999345,-282.59000000000015,8766.519999999999,8903.706666666667,9061.496666666666,9250.163333333334,8684.53,8801.53,8813.5,0.6755870764755189,634.0,D,0.3244129235244811
16/07/2002,8635.31,8697.69,8346.29,8473.11,D,-45.340000000000146,-117.0,-11.969999999999345,8708.416666666666,8766.519999999999,8903.706666666667,9061.496666666666,8639.19,8684.53,8801.53,0.659895305088389,635.0,D,0.34010469491161094
17/07/2002,8476.21,8765.39,8401.12,8542.48,U,-166.07999999999993,-45.340000000000146,-117.0,8598.943333333335,8708.416666666666,8766.519999999999,8903.706666666667,8473.11,8639.19,8684.53,0.6663931156892147,636.0,D,0.3336068843107854
18/07/2002,8540.47,8683.84,8350.72,8409.49,D,69.36999999999898,-166.07999999999993,-45.340000000000146,8551.593333333334,8598.943333333335,8708.416666666666,8766.519999999999,8542.48,8473.11,8639.19,0.6975242272234109,637.0,D,0.30247577277658905
19/07/2002,8356.74,8356.74,7940.83,8019.26,D,-132.98999999999978,69.36999999999898,-166.07999999999993,8475.026666666667,8551.593333333334,8598.943333333335,8708.416666666666,8409.49,8542.48,8473.11,0.7023581673013455,638.0,D,0.29764183269865446
22/07/2002,8015.04,8173.08,7668.35,7784.58,D,-390.22999999999956,-132.98999999999978,69.36999999999898,8323.743333333334,8475.026666666667,8551.593333333334,8598.943333333335,8019.26,8409.49,8542.48,0.6178869577938533,639.0,D,0.3821130422061467
23/07/2002,7785.55,8007.91,7590.75,7702.34,D,-234.6800000000003,-390.22999999999956,-132.98999999999978,8071.110000000001,8323.743333333334,8475.026666666667,8551.593333333334,7784.58,8019.26,8409.49,0.6535969830213479,640.0,D,0.346403016978652
24/07/2002,7698.46,8243.07,7489.53,8191.29,U,-82.23999999999978,-234.6800000000003,-390.22999999999956,7835.393333333333,8071.110000000001,8323.743333333334,8475.026666666667,7702.34,7784.58,8019.26,0.7347470564995657,641.0,D,0.26525294350043427
25/07/2002,8185.89,8390.39,7893.34,8186.31,U,488.9499999999998,-82.23999999999978,-234.6800000000003,7892.736666666667,7835.393333333333,8071.110000000001,8323.743333333334,8191.29,7702.34,7784.58,0.8209922522592108,642.0,D,0.17900774774078923
26/07/2002,8192.61,8350.1,8039.89,8264.39,U,-4.979999999999563,488.9499999999998,-82.23999999999978,8026.646666666667,7892.736666666667,7835.393333333333,8071.110000000001,8186.31,8191.29,7702.34,0.7911234617367431,643.0,D,0.20887653826325686
29/07/2002,8267.99,8749.12,8267.99,8711.88,U,78.07999999999902,-4.979999999999563,488.9499999999998,8213.996666666666,8026.646666666667,7892.736666666667,7835.393333333333,8264.39,8186.31,8191.29,0.7121391682786915,644.0,D,0.28786083172130844
30/07/2002,8707.03,8806.86,8484.05,8680.03,D,447.4899999999998,78.07999999999902,-4.979999999999563,8387.526666666667,8213.996666666666,8026.646666666667,7892.736666666667,8711.88,8264.39,8186.31,0.809474076155405,645.0,D,0.19052592384459496
31/07/2002,8678.65,8793.36,8463.21,8736.59,U,-31.849999999998545,447.4899999999998,78.07999999999902,8552.099999999999,8387.526666666667,8213.996666666666,8026.646666666667,8680.03,8711.88,8264.39,0.755974135732909,646.0,D,0.24402586426709105
01/08/2002,8732.58,8758.4,8430.68,8506.62,D,56.55999999999949,-31.849999999998545,447.4899999999998,8709.5,8552.099999999999,8387.526666666667,8213.996666666666,8736.59,8680.03,8711.88,0.6756795106879249,647.0,D,0.3243204893120751
02/08/2002,8504.96,8566.36,8179.8,8313.13,D,-229.96999999999935,56.55999999999949,-31.849999999998545,8641.080000000002,8709.5,8552.099999999999,8387.526666666667,8506.62,8736.59,8680.03,0.6762014053633234,648.0,D,0.32379859463667654
05/08/2002,8312.92,8371.0,7991.43,8043.63,D,-193.4900000000016,-229.96999999999935,56.55999999999949,8518.779999999999,8641.080000000002,8709.5,8552.099999999999,8313.13,8506.62,8736.59,0.6414788625760678,649.0,D,0.3585211374239322
06/08/2002,8049.93,8472.28,8049.93,8274.09,U,-269.4999999999991,-193.4900000000016,-229.96999999999935,8287.793333333333,8518.779999999999,8641.080000000002,8709.5,8043.63,8313.13,8506.62,0.6633635884163994,650.0,D,0.3366364115836006
07/08/2002,8282.25,8520.95,8171.7,8456.15,U,230.46000000000004,-269.4999999999991,-193.4900000000016,8210.283333333333,8287.793333333333,8518.779999999999,8641.080000000002,8274.09,8043.63,8313.13,0.7459265973296042,651.0,D,0.25407340267039585
08/08/2002,8456.29,8755.7,8364.29,8712.02,U,182.0599999999995,230.46000000000004,-269.4999999999991,8257.956666666667,8210.283333333333,8287.793333333333,8518.779999999999,8456.15,8274.09,8043.63,0.7903846376358801,652.0,D,0.20961536236411982
09/08/2002,8707.24,8824.92,8538.46,8745.45,U,255.8700000000008,182.0599999999995,230.46000000000004,8480.753333333332,8257.956666666667,8210.283333333333,8287.793333333333,8712.02,8456.15,8274.09,0.7570255865871967,653.0,D,0.24297441341280338
12/08/2002,8741.92,8753.14,8528.15,8688.89,D,33.43000000000029,255.8700000000008,182.0599999999995,8637.873333333333,8480.753333333332,8257.956666666667,8210.283333333333,8745.45,8712.02,8456.15,0.7290637853807739,654.0,D,0.2709362146192262
13/08/2002,8683.15,8801.87,8445.91,8482.39,D,-56.56000000000131,33.43000000000029,255.8700000000008,8715.453333333333,8637.873333333333,8480.753333333332,8257.956666666667,8688.89,8745.45,8712.02,0.6793131039260678,655.0,D,0.3206868960739322
14/08/2002,8479.14,8778.89,8295.34,8743.31,U,-206.5,-56.56000000000131,33.43000000000029,8638.91,8715.453333333333,8637.873333333333,8480.753333333332,8482.39,8688.89,8745.45,0.6581471764050703,656.0,D,0.34185282359492986
15/08/2002,8745.04,8914.37,8620.98,8818.14,U,260.9200000000001,-206.5,-56.56000000000131,8638.196666666665,8638.91,8715.453333333333,8637.873333333333,8743.31,8482.39,8688.89,0.7296417634839056,657.0,D,0.27035823651609436
16/08/2002,8813.07,8899.42,8644.59,8778.06,D,74.82999999999993,260.9200000000001,-206.5,8681.279999999999,8638.196666666665,8638.91,8715.453333333333,8818.14,8743.31,8482.39,0.7519707603416084,658.0,D,0.24802923965839166
19/08/2002,8777.09,9037.38,8720.81,8990.79,U,-40.07999999999993,74.82999999999993,260.9200000000001,8779.836666666664,8681.279999999999,8638.196666666665,8638.91,8778.06,8818.14,8743.31,0.6681097131466837,659.0,D,0.3318902868533163
20/08/2002,8986.5,8989.69,8789.13,8872.07,D,212.73000000000138,-40.07999999999993,74.82999999999993,8862.33,8779.836666666664,8681.279999999999,8638.196666666665,8990.79,8778.06,8818.14,0.7166226671335357,660.0,D,0.2833773328664643
21/08/2002,8866.14,9033.52,8768.51,8957.23,U,-118.72000000000116,212.73000000000138,-40.07999999999993,8880.306666666665,8862.33,8779.836666666664,8681.279999999999,8872.07,8990.79,8778.06,0.6931358175063641,661.0,D,0.30686418249363584
22/08/2002,8961.18,9129.1,8860.34,9053.64,U,85.15999999999985,-118.72000000000116,212.73000000000138,8940.03,8880.306666666665,8862.33,8779.836666666664,8957.23,8872.07,8990.79,0.6635108702052243,662.0,D,0.3364891297947758
23/08/2002,9051.49,9051.49,8806.38,8872.96,D,96.40999999999985,85.15999999999985,-118.72000000000116,8960.98,8940.03,8880.306666666665,8862.33,9053.64,8957.23,8872.07,0.7153629306627158,663.0,D,0.28463706933728417
26/08/2002,8873.93,8981.23,8723.43,8919.01,U,-180.6800000000003,96.40999999999985,85.15999999999985,8961.276666666667,8960.98,8940.03,8880.306666666665,8872.96,9053.64,8957.23,0.6447197877003892,664.0,D,0.3552802122996109
27/08/2002,8917.49,9040.04,8747.77,8824.41,D,46.05000000000109,-180.6800000000003,96.40999999999985,8948.536666666667,8961.276666666667,8960.98,8940.03,8919.01,8872.96,9053.64,0.6540723594481691,665.0,D,0.34592764055183095
28/08/2002,8823.93,8832.18,8610.79,8694.09,D,-94.60000000000036,46.05000000000109,-180.6800000000003,8872.126666666667,8948.536666666667,8961.276666666667,8960.98,8824.41,8919.01,8872.96,0.6831017027931748,666.0,D,0.3168982972068251
29/08/2002,8690.69,8769.34,8514.1,8670.99,D,-130.3199999999997,-94.60000000000036,46.05000000000109,8812.503333333332,8872.126666666667,8948.536666666667,8961.276666666667,8694.09,8824.41,8919.01,0.6400116169373197,667.0,D,0.3599883830626803
30/08/2002,8669.26,8811.72,8572.85,8663.5,D,-23.100000000000364,-130.3199999999997,-94.60000000000036,8729.83,8812.503333333332,8872.126666666667,8948.536666666667,8670.99,8694.09,8824.41,0.6747425510467727,668.0,D,0.3252574489532272
03/09/2002,8659.27,8659.27,8282.87,8308.05,D,-7.489999999999782,-23.100000000000364,-130.3199999999997,8676.193333333335,8729.83,8812.503333333332,8872.126666666667,8663.5,8670.99,8694.09,0.6979264216147455,669.0,D,0.3020735783852545
04/09/2002,8308.53,8495.03,8216.98,8425.12,U,-355.4500000000007,-7.489999999999782,-23.100000000000364,8547.513333333332,8676.193333333335,8729.83,8812.503333333332,8308.05,8663.5,8670.99,0.6303094626623957,670.0,D,0.36969053733760426
05/09/2002,8420.2,8420.2,8173.56,8283.7,D,117.07000000000153,-355.4500000000007,-7.489999999999782,8465.556666666665,8547.513333333332,8676.193333333335,8729.83,8425.12,8308.05,8663.5,0.6873366116415609,671.0,D,0.31266338835843915
06/09/2002,8296.46,8526.8,8296.46,8427.2,U,-141.42000000000007,117.07000000000153,-355.4500000000007,8338.956666666667,8465.556666666665,8547.513333333332,8676.193333333335,8283.7,8425.12,8308.05,0.7298572672587454,672.0,D,0.27014273274125455
09/09/2002,8425.88,8584.3,8288.28,8519.38,U,143.5,-141.42000000000007,117.07000000000153,8378.673333333334,8338.956666666667,8465.556666666665,8547.513333333332,8427.2,8283.7,8425.12,0.7125533045699514,673.0,D,0.28744669543004875
10/09/2002,8520.14,8660.94,8447.73,8602.61,U,92.17999999999847,143.5,-141.42000000000007,8410.093333333332,8378.673333333334,8338.956666666667,8465.556666666665,8519.38,8427.2,8283.7,0.7557468022504774,674.0,D,0.2442531977495226
11/09/2002,8604.27,8767.82,8545.11,8581.17,D,83.23000000000138,92.17999999999847,143.5,8516.396666666667,8410.093333333332,8378.673333333334,8338.956666666667,8602.61,8519.38,8427.2,0.7254817839438763,675.0,D,0.27451821605612364
12/09/2002,8574.94,8574.94,8334.82,8379.41,D,-21.44000000000051,83.23000000000138,92.17999999999847,8567.72,8516.396666666667,8410.093333333332,8378.673333333334,8581.17,8602.61,8519.38,0.7075400568912295,676.0,D,0.29245994310877055
13/09/2002,8377.68,8414.79,8175.85,8312.69,D,-201.76000000000022,-21.44000000000051,83.23000000000138,8521.063333333334,8567.72,8516.396666666667,8410.093333333332,8379.41,8581.17,8602.61,0.6654951761380842,677.0,D,0.3345048238619159
16/09/2002,8311.79,8435.04,8214.27,8380.18,U,-66.71999999999935,-201.76000000000022,-21.44000000000051,8424.423333333334,8521.063333333334,8567.72,8516.396666666667,8312.69,8379.41,8581.17,0.6815703478022546,678.0,D,0.3184296521977454
17/09/2002,8386.35,8508.61,8169.88,8207.55,D,67.48999999999978,-66.71999999999935,-201.76000000000022,8357.426666666666,8424.423333333334,8521.063333333334,8567.72,8380.18,8312.69,8379.41,0.7364519342784261,679.0,D,0.26354806572157385
18/09/2002,8203.07,8283.49,8013.42,8172.45,D,-172.63000000000102,67.48999999999978,-66.71999999999935,8300.140000000001,8357.426666666666,8424.423333333334,8521.063333333334,8207.55,8380.18,8312.69,0.6995926717570771,680.0,D,0.3004073282429229
