Date,Open,High,Low,Close,change(att1)-1,change(att1)-2,change(att1)-3,moving_average(att1)-1,moving_average(att1)-2,moving_average(att1)-3,moving_average(att1)-4,att1-1,att1-2,att1-3,confidence(D),id,UD,pred,confidence(U)
12/01/2010,10662.86,10663.08,10568.84,10626.05,46.93000000000029,11.110000000000582,33.100000000000364,10629.449999999999,10599.07,10583.753333333334,10576.196666666667,10664.44,10617.51,10606.4,0.49052487776178216,7.0,D,U,0.5094751222382179
13/01/2010,10628.09,10709.26,10614.49,10681.52,-38.39000000000124,46.93000000000029,11.110000000000582,10636.0,10629.449999999999,10599.07,10583.753333333334,10626.05,10664.44,10617.51,0.48766864387433007,8.0,U,U,0.51233135612567
14/01/2010,10680.16,10723.77,10666.86,10710.62,55.470000000001164,-38.39000000000124,46.93000000000029,10657.336666666666,10636.0,10629.449999999999,10599.07,10681.52,10626.05,10664.44,0.48972372058340574,9.0,U,U,0.5102762794165943
15/01/2010,10706.99,10709.94,10561.06,10609.88,29.100000000000364,55.470000000001164,-38.39000000000124,10672.730000000001,10657.336666666666,10636.0,10629.449999999999,10710.62,10681.52,10626.05,0.49303997574256264,10.0,D,U,0.5069600242574372
19/01/2010,10608.37,10729.89,10591.97,10725.28,-100.7400000000016,29.100000000000364,55.470000000001164,10667.339999999998,10672.730000000001,10657.336666666666,10636.0,10609.88,10710.62,10681.52,0.48550596340020696,11.0,U,U,0.5144940365997931
20/01/2010,10719.69,10719.92,10517.3,10603.08,115.40000000000146,-100.7400000000016,29.100000000000364,10681.926666666666,10667.339999999998,10672.730000000001,10657.336666666666,10725.28,10609.88,10710.62,0.4908642774261067,12.0,D,U,0.5091357225738932
21/01/2010,10603.91,10614.94,10374.69,10386.63,-122.20000000000073,115.40000000000146,-100.7400000000016,10646.08,10681.926666666666,10667.339999999998,10672.730000000001,10603.08,10725.28,10609.88,0.48564987337495563,13.0,D,U,0.5143501266250444
22/01/2010,10389.58,10389.58,10157.64,10169.96,-216.45000000000073,-122.20000000000073,115.40000000000146,10571.663333333332,10646.08,10681.926666666666,10667.339999999998,10386.63,10603.08,10725.28,0.48218620466052425,14.0,D,U,0.5178137953394757
25/01/2010,10175.1,10256.87,10171.77,10197.01,-216.67000000000007,-216.45000000000073,-122.20000000000073,10386.556666666665,10571.663333333332,10646.08,10681.926666666666,10169.96,10386.63,10603.08,0.4839074597841986,15.0,U,U,0.5160925402158013
26/01/2010,10195.35,10285.13,10155.6,10192.25,27.05000000000109,-216.67000000000007,-216.45000000000073,10251.199999999999,10386.556666666665,10571.663333333332,10646.08,10197.01,10169.96,10386.63,0.48811086115231034,16.0,D,U,0.5118891388476896
27/01/2010,10194.29,10255.06,10104.36,10236.09,-4.760000000000218,27.05000000000109,-216.67000000000007,10186.406666666668,10251.199999999999,10386.556666666665,10571.663333333332,10192.25,10197.01,10169.96,0.4927596721682438,17.0,U,U,0.5072403278317563
28/01/2010,10236.92,10258.83,10055.08,10119.17,43.840000000000146,-4.760000000000218,27.05000000000109,10208.45,10186.406666666668,10251.199999999999,10386.556666666665,10236.09,10192.25,10197.01,0.48909351742681517,18.0,D,U,0.5109064825731848
29/01/2010,10150.76,10239.34,10043.75,10063.7,-116.92000000000007,43.840000000000146,-4.760000000000218,10182.503333333334,10208.45,10186.406666666668,10251.199999999999,10119.17,10236.09,10192.25,0.4847040934939323,19.0,D,U,0.5152959065060677
01/02/2010,10113.43,10190.89,10068.91,10186.58,-55.469999999999345,-116.92000000000007,43.840000000000146,10139.653333333334,10182.503333333334,10208.45,10186.406666666668,10063.7,10119.17,10236.09,0.4865476543685457,20.0,U,U,0.5134523456314543
02/02/2010,10190.14,10314.84,10173.59,10296.85,122.8799999999992,-55.469999999999345,-116.92000000000007,10123.150000000001,10139.653333333334,10182.503333333334,10208.45,10186.58,10063.7,10119.17,0.4950054974127426,21.0,U,U,0.5049945025872574
