Date,Open,High,Low,Close,att1,change(att1)-1,change(att1)-2,change(att1)-3,moving_average(att1)-1,moving_average(att1)-2,moving_average(att1)-3,moving_average(att1)-4,att1-1,att1-2,att1-3,confidence(D),id,UD,pred,confidence(U)
11/05/2010,4630.3,4654.4,4573.2,4573.2,4573.2,114.80000000000018,-91.20000000000073,-93.39999999999964,4576.066666666667,4599.333333333333,4681.3,4750.8,4622.2,4507.4,4598.6,0.9999740346082098,88.0,D,D,2.5965391790146258E-5
12/05/2010,4579.7,4637.9,4579.5,4599.7,4599.7,-49.0,114.80000000000018,-91.20000000000073,4567.599999999999,4576.066666666667,4599.333333333333,4681.3,4573.2,4622.2,4507.4,0.010895575064287096,89.0,U,U,0.9891044249357128
13/05/2010,4614.3,4679.5,4613.8,4679.5,4679.5,26.5,-49.0,114.80000000000018,4598.366666666666,4567.599999999999,4576.066666666667,4599.333333333333,4599.7,4573.2,4622.2,3.025151697330265E-5,90.0,U,U,0.9999697484830268
14/05/2010,4667.8,4668.1,4628.0,4643.0,4643.0,79.80000000000018,26.5,-49.0,4617.466666666666,4598.366666666666,4567.599999999999,4576.066666666667,4679.5,4599.7,4573.2,0.9997248777237675,91.0,D,D,2.751222762324998E-4
17/05/2010,4622.0,4622.0,4500.7,4500.7,4500.7,-36.5,79.80000000000018,26.5,4640.733333333334,4617.466666666666,4598.366666666666,4567.599999999999,4643.0,4679.5,4599.7,0.9999967303983188,92.0,D,D,3.2696016811989596E-6
18/05/2010,4511.4,4534.1,4477.9,4500.0,4500.0,-142.30000000000018,-36.5,79.80000000000018,4607.733333333334,4640.733333333334,4617.466666666666,4598.366666666666,4500.7,4643.0,4679.5,0.8765638575318764,93.0,D,D,0.12343614246812372
19/05/2010,4487.2,4489.0,4414.3,4414.3,4414.3,-0.6999999999998181,-142.30000000000018,-36.5,4547.900000000001,4607.733333333334,4640.733333333334,4617.466666666666,4500.0,4500.7,4643.0,0.9999994366325982,94.0,D,D,5.63367401834703E-7
20/05/2010,4417.6,4428.5,4342.4,4342.4,4342.4,-85.69999999999982,-0.6999999999998181,-142.30000000000018,4471.666666666667,4547.900000000001,4607.733333333334,4640.733333333334,4414.3,4500.0,4500.7,0.999988395177891,95.0,D,D,1.1604822108970336E-5
21/05/2010,4314.7,4326.7,4194.4,4325.8,4325.8,-71.90000000000055,-85.69999999999982,-0.6999999999998181,4418.9,4471.666666666667,4547.900000000001,4607.733333333334,4342.4,4414.3,4500.0,0.9983818453492153,96.0,U,D,0.0016181546507846487
24/05/2010,4338.4,4412.8,4323.6,4412.8,4412.8,-16.599999999999454,-71.90000000000055,-85.69999999999982,4360.833333333333,4418.9,4471.666666666667,4547.900000000001,4325.8,4342.4,4414.3,2.3286174631998612E-4,97.0,U,U,0.99976713825368
25/05/2010,4395.3,4395.3,4286.3,4286.3,4286.3,87.0,-16.599999999999454,-71.90000000000055,4360.333333333333,4360.833333333333,4418.9,4471.666666666667,4412.8,4325.8,4342.4,0.9999995415868014,98.0,D,D,4.5841319866886507E-7
26/05/2010,4312.8,4383.1,4312.8,4330.4,4330.4,-126.5,87.0,-16.599999999999454,4341.633333333334,4360.333333333333,4360.833333333333,4418.9,4286.3,4412.8,4325.8,0.0030527970590356417,99.0,U,U,0.9969472029409644
27/05/2010,4335.7,4399.1,4315.6,4399.1,4399.1,44.099999999999454,-126.5,87.0,4343.166666666667,4341.633333333334,4360.333333333333,4360.833333333333,4330.4,4286.3,4412.8,1.7869576167345736E-4,100.0,U,U,0.9998213042383265
28/05/2010,4415.3,4479.7,4415.3,4479.0,4479.0,68.70000000000073,44.099999999999454,-126.5,4338.6,4343.166666666667,4341.633333333334,4360.333333333333,4399.1,4330.4,4286.3,1.151105929383378E-4,101.0,U,U,0.9998848894070617
31/05/2010,4470.4,4473.8,4448.6,4453.6,4453.6,79.89999999999964,68.70000000000073,44.099999999999454,4402.833333333333,4338.6,4343.166666666667,4341.633333333334,4479.0,4399.1,4330.4,0.994999425530857,102.0,D,D,0.005000574469143007
01/06/2010,4454.2,4454.2,4410.8,4436.7,4436.7,-25.399999999999636,79.89999999999964,68.70000000000073,4443.900000000001,4402.833333333333,4338.6,4343.166666666667,4453.6,4479.0,4399.1,0.9650379766408524,103.0,D,D,0.03496202335914751
02/06/2010,4428.1,4450.2,4397.2,4403.7,4403.7,-16.900000000000546,-25.399999999999636,79.89999999999964,4456.433333333333,4443.900000000001,4402.833333333333,4338.6,4436.7,4453.6,4479.0,0.9990239073457019,104.0,D,D,9.760926542982419E-4
03/06/2010,4424.0,4507.8,4423.8,4506.3,4506.3,-33.0,-16.900000000000546,-25.399999999999636,4431.333333333333,4456.433333333333,4443.900000000001,4402.833333333333,4403.7,4436.7,4453.6,1.2440982820302253E-5,105.0,U,U,0.9999875590171796
04/06/2010,4493.2,4493.2,4455.0,4472.4,4472.4,102.60000000000036,-33.0,-16.900000000000546,4448.900000000001,4431.333333333333,4456.433333333333,4443.900000000001,4506.3,4403.7,4436.7,0.9995967200962725,106.0,D,D,4.0327990372749875E-4
07/06/2010,4438.5,4438.5,4326.3,4350.7,4350.7,-33.900000000000546,102.60000000000036,-33.0,4460.8,4448.900000000001,4431.333333333333,4456.433333333333,4472.4,4506.3,4403.7,0.9999945904063327,107.0,D,D,5.409593667410111E-6
08/06/2010,4348.4,4404.4,4347.6,4401.2,4401.2,-121.69999999999982,-33.900000000000546,102.60000000000036,4443.133333333334,4460.8,4448.900000000001,4431.333333333333,4350.7,4472.4,4506.3,3.8694681004013316E-4,108.0,U,U,0.9996130531899597
09/06/2010,4405.8,4409.2,4374.1,4402.6,4402.6,50.5,-121.69999999999982,-33.900000000000546,4408.099999999999,4443.133333333334,4460.8,4448.900000000001,4401.2,4350.7,4472.4,0.795007187459984,109.0,D,D,0.20499281254001608
10/06/2010,4402.9,4459.0,4402.9,4448.4,4448.4,1.4000000000005457,50.5,-121.69999999999982,4384.833333333333,4408.099999999999,4443.133333333334,4460.8,4402.6,4401.2,4350.7,7.225748139042122E-4,110.0,U,U,0.9992774251860957
11/06/2010,4467.6,4517.7,4467.6,4516.5,4516.5,45.79999999999927,1.4000000000005457,50.5,4417.4,4384.833333333333,4408.099999999999,4443.133333333334,4448.4,4402.6,4401.2,3.070799662550774E-5,111.0,U,U,0.9999692920033745
15/06/2010,4516.8,4528.2,4503.0,4517.6,4517.6,68.10000000000036,45.79999999999927,1.4000000000005457,4455.833333333333,4417.4,4384.833333333333,4408.099999999999,4516.5,4448.4,4402.6,0.30987312209942475,112.0,U,U,0.6901268779005754
17/06/2010,4570.0,4578.0,4535.0,4547.0,4547.0,1.1000000000003638,68.10000000000036,45.79999999999927,4494.166666666667,4455.833333333333,4417.4,4384.833333333333,4517.6,4516.5,4448.4,0.0018609400562713493,113.0,D,U,0.9981390599437286
18/06/2010,4546.6,4581.8,4545.7,4574.1,4574.1,29.399999999999636,1.1000000000003638,68.10000000000036,4527.033333333334,4494.166666666667,4455.833333333333,4417.4,4547.0,4517.6,4516.5,0.003125137912762443,114.0,U,U,0.9968748620872375
