Date,Open,High,Low,Close,att1,change(att1)-1,change(att1)-2,change(att1)-3,moving_average(att1)-1,moving_average(att1)-2,moving_average(att1)-3,moving_average(att1)-4,att1-1,att1-2,att1-3,confidence(D),id,UD,pred,confidence(U)
12/01/2010,4970.8,4972.0,4926.1,4931.6,4931.6,39.0,11.699999999999818,-16.300000000000182,4951.3,4939.833333333333,4938.933333333333,4925.366666666666,4981.2,4942.2,4930.5,0.9999631973204113,7.0,D,D,3.680267958867701E-5
13/01/2010,4919.6,4920.3,4885.1,4900.1,4900.1,-49.599999999999454,39.0,11.699999999999818,4951.666666666667,4951.3,4939.833333333333,4938.933333333333,4931.6,4981.2,4942.2,0.998575069645562,8.0,D,D,0.0014249303544381369
14/01/2010,4906.7,4949.9,4906.0,4929.4,4929.4,-31.5,-49.599999999999454,39.0,4937.633333333333,4951.666666666667,4951.3,4939.833333333333,4900.1,4931.6,4981.2,0.005365110445325085,9.0,U,U,0.9946348895546749
15/01/2010,4928.3,4938.7,4893.2,4929.5,4929.5,29.299999999999272,-31.5,-49.599999999999454,4920.366666666667,4937.633333333333,4951.666666666667,4951.3,4929.4,4900.1,4931.6,0.6085113506788312,10.0,U,D,0.39148864932116867
18/01/2010,4921.3,4941.6,4896.3,4936.1,4936.1,0.1000000000003638,29.299999999999272,-31.5,4919.666666666667,4920.366666666667,4937.633333333333,4951.666666666667,4929.5,4929.4,4900.1,0.334812218439318,11.0,U,U,0.6651877815606819
19/01/2010,4939.3,4953.2,4889.6,4889.6,4889.6,6.600000000000364,0.1000000000003638,29.299999999999272,4931.666666666667,4919.666666666667,4920.366666666667,4937.633333333333,4936.1,4929.5,4929.4,0.9999179092003078,12.0,D,D,8.209079969224598E-5
20/01/2010,4901.8,4932.7,4893.4,4895.1,4895.1,-46.5,6.600000000000364,0.1000000000003638,4918.400000000001,4931.666666666667,4919.666666666667,4920.366666666667,4889.6,4936.1,4929.5,0.5419179298427923,13.0,D,D,0.4580820701572077
21/01/2010,4882.6,4883.0,4845.1,4849.6,4849.6,5.5,-46.5,6.600000000000364,4906.933333333333,4918.400000000001,4931.666666666667,4919.666666666667,4895.1,4889.6,4936.1,0.999966307254218,14.0,D,D,3.3692745782070806E-5
22/01/2010,4819.6,4819.6,4740.7,4771.9,4771.9,-45.5,5.5,-46.5,4878.1,4906.933333333333,4918.400000000001,4931.666666666667,4849.6,4895.1,4889.6,0.999992827484283,15.0,D,D,7.172515717035195E-6
25/01/2010,4749.9,4750.5,4702.6,4743.1,4743.1,-77.70000000000073,-45.5,5.5,4838.866666666667,4878.1,4906.933333333333,4918.400000000001,4771.9,4849.6,4895.1,0.9993726378788337,16.0,D,D,6.273621211663091E-4
27/01/2010,4732.9,4734.2,4655.4,4670.0,4670.0,-28.799999999999272,-77.70000000000073,-45.5,4788.2,4838.866666666667,4878.1,4906.933333333333,4743.1,4771.9,4849.6,0.9999975876313154,17.0,D,D,2.4123686845599E-6
28/01/2010,4677.0,4699.2,4667.9,4697.7,4697.7,-73.10000000000036,-28.799999999999272,-77.70000000000073,4728.333333333333,4788.2,4838.866666666667,4878.1,4670.0,4743.1,4771.9,0.015311375540166716,18.0,U,U,0.9846886244598334
29/01/2010,4683.0,4683.3,4592.9,4596.9,4596.9,27.699999999999818,-73.10000000000036,-28.799999999999272,4703.599999999999,4728.333333333333,4788.2,4838.866666666667,4697.7,4670.0,4743.1,0.9999992781685278,19.0,D,D,7.21831472156358E-7
01/02/2010,4596.2,4609.1,4544.7,4544.8,4544.8,-100.80000000000018,27.699999999999818,-73.10000000000036,4654.866666666667,4703.599999999999,4728.333333333333,4788.2,4596.9,4697.7,4670.0,0.9997238992234052,20.0,D,D,2.761007765948067E-4
02/02/2010,4568.2,4628.8,4566.7,4628.8,4628.8,-52.099999999999454,-100.80000000000018,27.699999999999818,4613.133333333332,4654.866666666667,4703.599999999999,4728.333333333333,4544.8,4596.9,4697.7,4.621757935543647E-5,21.0,U,U,0.9999537824206445
03/02/2010,4651.6,4682.6,4646.5,4673.2,4673.2,84.0,-52.099999999999454,-100.80000000000018,4590.166666666667,4613.133333333332,4654.866666666667,4703.599999999999,4628.8,4544.8,4596.9,0.0038828845401855387,22.0,U,U,0.9961171154598144
04/02/2010,4665.1,4666.4,4623.9,4644.1,4644.1,44.399999999999636,84.0,-52.099999999999454,4615.599999999999,4590.166666666667,4613.133333333332,4654.866666666667,4673.2,4628.8,4544.8,0.9988014032362018,23.0,D,D,0.0011985967637981507
05/02/2010,4607.6,4610.5,4508.3,4532.5,4532.5,-29.099999999999454,44.399999999999636,84.0,4648.7,4615.599999999999,4590.166666666667,4613.133333333332,4644.1,4673.2,4628.8,0.9999845928866185,24.0,D,D,1.5407113381489493E-5
08/02/2010,4539.4,4567.5,4534.7,4538.8,4538.8,-111.60000000000036,-29.099999999999454,44.399999999999636,4616.599999999999,4648.7,4615.599999999999,4590.166666666667,4532.5,4644.1,4673.2,0.6941402485006474,25.0,D,D,0.3058597514993527
09/02/2010,4531.5,4531.7,4483.3,4520.7,4520.7,6.300000000000182,-111.60000000000036,-29.099999999999454,4571.8,4616.599999999999,4648.7,4615.599999999999,4538.8,4532.5,4644.1,0.9982966241177764,26.0,D,D,0.0017033758822235952
10/02/2010,4546.4,4587.3,4519.6,4533.0,4533.0,-18.100000000000364,6.300000000000182,-111.60000000000036,4530.666666666667,4571.8,4616.599999999999,4648.7,4520.7,4538.8,4532.5,0.07814372229815891,27.0,D,U,0.9218562777018412
11/02/2010,4531.8,4584.5,4531.0,4575.8,4575.8,12.300000000000182,-18.100000000000364,6.300000000000182,4530.833333333333,4530.666666666667,4571.8,4616.599999999999,4533.0,4520.7,4538.8,4.651059238460973E-4,28.0,U,U,0.9995348940761538
12/02/2010,4587.0,4616.4,4570.8,4588.8,4588.8,42.80000000000018,12.300000000000182,-18.100000000000364,4543.166666666667,4530.833333333333,4530.666666666667,4571.8,4575.8,4533.0,4520.7,0.04454810287574194,29.0,U,U,0.9554518971242579
15/02/2010,4585.8,4593.1,4564.0,4570.4,4570.4,13.0,42.80000000000018,12.300000000000182,4565.866666666666,4543.166666666667,4530.833333333333,4530.666666666667,4588.8,4575.8,4533.0,0.99374170074163,30.0,D,D,0.006258299258369976
16/02/2010,4575.0,4619.6,4575.0,4590.8,4590.8,-18.400000000000546,13.0,42.80000000000018,4578.333333333333,4565.866666666666,4543.166666666667,4530.833333333333,4570.4,4588.8,4575.8,0.01731677329200553,31.0,U,U,0.9826832267079945
17/02/2010,4607.5,4690.6,4606.9,4686.8,4686.8,20.400000000000546,-18.400000000000546,13.0,4583.333333333333,4578.333333333333,4565.866666666666,4543.166666666667,4590.8,4570.4,4588.8,1.0571329494360533E-5,32.0,U,U,0.9999894286705056
18/02/2010,4691.4,4692.6,4655.4,4673.9,4673.9,96.0,20.400000000000546,-18.400000000000546,4616.0,4583.333333333333,4578.333333333333,4565.866666666666,4686.8,4590.8,4570.4,0.9602896171513085,33.0,D,D,0.03971038284869154
19/02/2010,4680.4,4691.1,4632.9,4656.3,4656.3,-12.900000000000546,96.0,20.400000000000546,4650.5,4616.0,4583.333333333333,4578.333333333333,4673.9,4686.8,4590.8,0.9804590297801171,34.0,D,D,0.019540970219882808
22/02/2010,4673.4,4732.7,4673.4,4732.7,4732.7,-17.599999999999454,-12.900000000000546,96.0,4672.333333333333,4650.5,4616.0,4583.333333333333,4656.3,4673.9,4686.8,1.806498302670998E-5,35.0,U,U,0.9999819350169732
23/02/2010,4722.4,4731.0,4703.0,4731.0,4731.0,76.39999999999964,-17.599999999999454,-12.900000000000546,4687.633333333334,4672.333333333333,4650.5,4616.0,4732.7,4656.3,4673.9,0.6343157712801607,36.0,U,D,0.3656842287198393
24/02/2010,4717.0,4717.0,4659.0,4666.0,4666.0,-1.699999999999818,76.39999999999964,-17.599999999999454,4706.666666666667,4687.633333333334,4672.333333333333,4650.5,4731.0,4732.7,4656.3,0.9999662949977155,37.0,D,D,3.370500228454913E-5
25/02/2010,4672.8,4706.1,4612.0,4614.9,4614.9,-65.0,-1.699999999999818,76.39999999999964,4709.900000000001,4706.666666666667,4687.633333333334,4672.333333333333,4666.0,4731.0,4732.7,0.9998532904154057,38.0,D,D,1.4670958459419718E-4
26/02/2010,4626.0,4651.1,4612.8,4651.1,4651.1,-51.100000000000364,-65.0,-1.699999999999818,4670.633333333333,4709.900000000001,4706.666666666667,4687.633333333334,4614.9,4666.0,4731.0,0.003884702412034963,39.0,U,U,0.9961152975879651
01/03/2010,4647.0,4694.9,4647.0,4694.9,4694.9,36.20000000000073,-51.100000000000364,-65.0,4644.0,4670.633333333333,4709.900000000001,4706.666666666667,4651.1,4614.9,4666.0,0.002791798508097696,40.0,U,U,0.9972082014919023
02/03/2010,4701.9,4724.1,4693.9,4709.9,4709.9,43.79999999999927,36.20000000000073,-51.100000000000364,4653.633333333333,4644.0,4670.633333333333,4709.900000000001,4694.9,4651.1,4614.9,0.037696297906299525,41.0,U,U,0.9623037020937005
03/03/2010,4715.8,4752.5,4714.4,4743.8,4743.8,15.0,43.79999999999927,36.20000000000073,4685.3,4653.633333333333,4644.0,4670.633333333333,4709.9,4694.9,4651.1,5.60919717322951E-4,42.0,U,U,0.9994390802826769
04/03/2010,4750.4,4758.9,4733.6,4757.6,4757.6,33.900000000000546,15.0,43.79999999999927,4716.2,4685.3,4653.633333333333,4644.0,4743.8,4709.9,4694.9,0.03024176438256726,43.0,U,U,0.9697582356174328
05/03/2010,4760.4,4786.2,4758.6,4773.4,4773.4,13.800000000000182,33.900000000000546,15.0,4737.1,4716.2,4685.3,4653.633333333333,4757.6,4743.8,4709.9,0.03177177219466842,44.0,U,U,0.9682282278053315
08/03/2010,4791.6,4836.0,4791.6,4819.6,4819.6,15.799999999999272,13.800000000000182,33.900000000000546,4758.266666666667,4737.1,4716.2,4685.3,4773.4,4757.6,4743.8,1.4919666272990108E-4,45.0,U,U,0.9998508033372702
09/03/2010,4818.0,4836.1,4801.7,4829.3,4829.3,46.20000000000073,15.799999999999272,13.800000000000182,4783.533333333334,4758.266666666667,4737.1,4716.2,4819.6,4773.4,4757.6,0.08506309544914792,46.0,U,U,0.9149369045508522
10/03/2010,4828.1,4845.3,4815.1,4829.8,4829.8,9.699999999999818,46.20000000000073,15.799999999999272,4807.433333333333,4783.533333333334,4758.266666666667,4737.1,4829.3,4819.6,4773.4,0.6360131549580085,47.0,U,D,0.3639868450419915
11/03/2010,4831.2,4850.8,4818.7,4825.5,4825.5,0.5,9.699999999999818,46.20000000000073,4826.233333333334,4807.433333333333,4783.533333333334,4758.266666666667,4829.8,4829.3,4819.6,0.8665972402955205,48.0,D,D,0.13340275970447943
12/03/2010,4825.9,4847.0,4825.0,4831.5,4831.5,-4.300000000000182,0.5,9.699999999999818,4828.2,4826.233333333334,4807.433333333333,4783.533333333334,4825.5,4829.8,4829.3,0.3888542657487377,49.0,U,U,0.6111457342512624
15/03/2010,4834.0,4849.2,4799.0,4799.4,4799.4,6.0,-4.300000000000182,0.5,4828.933333333333,4828.2,4826.233333333334,4807.433333333333,4831.5,4825.5,4829.8,0.9996917577935945,50.0,D,D,3.0824220640541497E-4
16/03/2010,4800.6,4819.2,4794.1,4809.1,4809.1,-32.100000000000364,6.0,-4.300000000000182,4818.8,4828.933333333333,4828.2,4826.233333333334,4799.4,4831.5,4825.5,0.3071398970752121,51.0,U,U,0.692860102924788
17/03/2010,4817.2,4866.9,4817.2,4866.9,4866.9,9.700000000000728,-32.100000000000364,6.0,4813.333333333333,4818.8,4828.933333333333,4828.2,4809.1,4799.4,4831.5,1.47204336658426E-4,52.0,U,U,0.9998527956633416
18/03/2010,4873.6,4888.1,4862.8,4877.7,4877.7,57.79999999999927,9.700000000000728,-32.100000000000364,4825.133333333333,4813.333333333333,4818.8,4828.933333333333,4866.9,4809.1,4799.4,0.08071741037977426,53.0,U,U,0.9192825896202256
19/03/2010,4877.1,4892.2,4871.3,4890.1,4890.1,10.800000000000182,57.79999999999927,9.700000000000728,4851.233333333334,4825.133333333333,4813.333333333333,4818.8,4877.7,4866.9,4809.1,0.07637804116560087,54.0,U,U,0.9236219588343991
22/03/2010,4877.2,4877.3,4845.0,4847.5,4847.5,12.400000000000546,10.800000000000182,57.79999999999927,4878.233333333333,4851.233333333334,4825.133333333333,4813.333333333333,4890.1,4877.7,4866.9,0.9997220224445548,55.0,D,D,2.779775554451835E-4
23/03/2010,4855.5,4894.8,4854.9,4887.9,4887.9,-42.600000000000364,12.400000000000546,10.800000000000182,4871.766666666666,4878.233333333333,4851.233333333334,4825.133333333333,4847.5,4890.1,4877.7,9.075703363649262E-4,56.0,U,U,0.9990924296636351
24/03/2010,4897.1,4921.3,4897.1,4903.2,4903.2,40.399999999999636,-42.600000000000364,12.400000000000546,4875.166666666667,4871.766666666666,4878.233333333333,4851.233333333334,4887.9,4847.5,4890.1,0.050009621788078815,57.0,U,U,0.9499903782119212
25/03/2010,4895.7,4901.3,4883.3,4896.3,4896.3,15.300000000000182,40.399999999999636,-42.600000000000364,4879.533333333333,4875.166666666667,4871.766666666666,4878.233333333333,4903.2,4887.9,4847.5,0.8886888822652667,58.0,U,D,0.11131111773473344
26/03/2010,4890.5,4905.2,4848.3,4905.2,4905.2,-6.899999999999636,15.300000000000182,40.399999999999636,4895.799999999999,4879.533333333333,4875.166666666667,4871.766666666666,4896.3,4903.2,4887.9,0.22168390374526267,59.0,U,U,0.7783160962547373
29/03/2010,4910.0,4920.3,4899.8,4907.2,4907.2,8.899999999999636,-6.899999999999636,15.300000000000182,4901.566666666667,4895.799999999999,4879.533333333333,4875.166666666667,4905.2,4896.3,4903.2,0.5490728737239087,60.0,D,D,0.4509271262760913
30/03/2010,4916.8,4932.5,4915.0,4926.8,4926.8,2.0,8.899999999999636,-6.899999999999636,4902.900000000001,4901.566666666667,4895.799999999999,4879.533333333333,4907.2,4905.2,4896.3,0.025109278355323027,61.0,U,U,0.9748907216446768
31/03/2010,4922.4,4940.9,4893.1,4893.1,4893.1,19.600000000000364,2.0,8.899999999999636,4913.066666666667,4902.900000000001,4901.566666666667,4895.799999999999,4926.8,4907.2,4905.2,0.9997088356838093,62.0,D,D,2.911643161907057E-4
01/04/2010,4897.0,4925.9,4896.6,4925.9,4925.9,-33.69999999999982,19.600000000000364,2.0,4909.033333333334,4913.066666666667,4902.900000000001,4901.566666666667,4893.1,4926.8,4907.2,0.0031916169446436857,63.0,U,U,0.9968083830553564
06/04/2010,4941.6,4975.6,4941.6,4974.1,4974.1,32.79999999999927,-33.69999999999982,19.600000000000364,4915.266666666667,4909.033333333334,4913.066666666667,4902.900000000001,4925.9,4893.1,4926.8,2.689008971992083E-4,64.0,U,U,0.9997310991028008
07/04/2010,4974.6,4991.6,4974.6,4983.2,4983.2,48.20000000000073,32.79999999999927,-33.69999999999982,4931.033333333334,4915.266666666667,4909.033333333334,4913.066666666667,4974.1,4925.9,4893.1,0.100783947286274,65.0,U,U,0.899216052713726
08/04/2010,4969.2,4969.8,4954.1,4960.3,4960.3,9.099999999999454,48.20000000000073,32.79999999999927,4961.066666666667,4931.033333333334,4915.266666666667,4909.033333333334,4983.2,4974.1,4925.9,0.9956776980994279,66.0,D,D,0.004322301900572139
09/04/2010,4965.3,4981.5,4965.1,4972.9,4972.9,-22.899999999999636,9.099999999999454,48.20000000000073,4972.533333333333,4961.066666666667,4931.033333333334,4915.266666666667,4960.3,4983.2,4974.1,0.1024685140746925,67.0,U,U,0.8975314859253074
12/04/2010,4981.2,5012.7,4981.2,5011.6,5011.6,12.599999999999454,-22.899999999999636,9.099999999999454,4972.133333333333,4972.533333333333,4961.066666666667,4931.033333333334,4972.9,4960.3,4983.2,9.492519397392707E-4,68.0,U,U,0.9990507480602606
13/04/2010,5006.6,5006.6,4972.2,4978.4,4978.4,38.70000000000073,12.599999999999454,-22.899999999999636,4981.6,4972.133333333333,4972.533333333333,4961.066666666667,5011.6,4972.9,4960.3,0.999688958158291,69.0,D,D,3.110418417090572E-4
14/04/2010,4984.3,5020.4,4983.8,5017.9,5017.9,-33.20000000000073,38.70000000000073,12.599999999999454,4987.633333333333,4981.6,4972.133333333333,4972.533333333333,4978.4,5011.6,4972.9,9.293214780904679E-4,70.0,U,U,0.9990706785219096
15/04/2010,5025.6,5048.6,5023.6,5024.1,5024.1,39.5,-33.20000000000073,38.70000000000073,5002.633333333333,4987.633333333333,4981.6,4972.133333333333,5017.9,4978.4,5011.6,0.20026296604898527,71.0,D,U,0.7997370339510147
16/04/2010,5022.3,5023.9,4997.2,5007.3,5007.3,6.200000000000728,39.5,-33.20000000000073,5006.8,5002.633333333333,4987.633333333333,4981.6,5024.1,5017.9,4978.4,0.9854865428128715,72.0,D,D,0.014513457187128462
19/04/2010,4990.2,4990.2,4934.0,4939.4,4939.4,-16.800000000000182,6.200000000000728,39.5,5016.433333333333,5006.8,5002.633333333333,4987.633333333333,5007.3,5024.1,5017.9,0.999981597313735,73.0,D,D,1.8402686265073483E-5
20/04/2010,4938.3,4969.6,4938.3,4949.5,4949.5,-67.90000000000055,-16.800000000000182,6.200000000000728,4990.266666666667,5016.433333333333,5006.8,5002.633333333333,4939.4,5007.3,5024.1,0.3986665387348515,74.0,U,U,0.6013334612651484
21/04/2010,4951.3,4994.2,4950.8,4980.5,4980.5,10.100000000000364,-67.90000000000055,-16.800000000000182,4965.400000000001,4990.266666666667,5016.433333333333,5006.8,4949.5,4939.4,5007.3,0.008767455415372648,75.0,U,U,0.9912325445846274
22/04/2010,4970.6,4970.6,4918.4,4936.8,4936.8,31.0,10.100000000000364,-67.90000000000055,4956.466666666666,4965.400000000001,4990.266666666667,5016.433333333333,4980.5,4949.5,4939.4,0.999916214561776,76.0,D,D,8.378543822391569E-5
23/04/2010,4933.9,4933.9,4908.6,4913.5,4913.5,-43.69999999999982,31.0,10.100000000000364,4955.599999999999,4956.466666666666,4965.400000000001,4990.266666666667,4936.8,4980.5,4949.5,0.9957182556353666,77.0,D,D,0.0042817443646333666
27/04/2010,4918.5,4943.9,4907.3,4913.3,4913.3,-23.300000000000182,-43.69999999999982,31.0,4943.599999999999,4955.599999999999,4956.466666666666,4965.400000000001,4913.5,4936.8,4980.5,0.8013016162137291,78.0,D,D,0.19869838378627097
28/04/2010,4885.8,4887.6,4817.3,4854.2,4854.2,-0.1999999999998181,-23.300000000000182,-43.69999999999982,4921.2,4943.599999999999,4955.599999999999,4956.466666666666,4913.3,4913.5,4936.8,0.9999885186548614,79.0,D,D,1.1481345138513537E-5
29/04/2010,4850.1,4851.2,4813.1,4816.1,4816.1,-59.100000000000364,-0.1999999999998181,-23.300000000000182,4893.666666666667,4921.2,4943.599999999999,4955.599999999999,4854.2,4913.3,4913.5,0.9996575974467704,80.0,D,D,3.42402553229637E-4
30/04/2010,4823.1,4851.2,4820.7,4833.9,4833.9,-38.099999999999454,-59.100000000000364,-0.1999999999998181,4861.2,4893.666666666667,4921.2,4943.599999999999,4816.1,4854.2,4913.3,0.08486568412316894,81.0,U,U,0.9151343158768309
03/05/2010,4812.5,4812.5,4778.3,4807.1,4807.1,17.799999999999272,-38.099999999999454,-59.100000000000364,4834.733333333333,4861.2,4893.666666666667,4921.2,4833.9,4816.1,4854.2,0.9991661405349784,82.0,D,D,8.338594650215664E-4
04/05/2010,4802.1,4824.8,4753.2,4753.3,4753.3,-26.799999999999272,17.799999999999272,-38.099999999999454,4819.033333333334,4834.733333333333,4861.2,4893.666666666667,4807.1,4833.9,4816.1,0.9999533662395922,83.0,D,D,4.66337604077668E-5
05/05/2010,4730.9,4730.9,4651.0,4692.0,4692.0,-53.80000000000018,-26.799999999999272,17.799999999999272,4798.099999999999,4819.033333333334,4834.733333333333,4861.2,4753.3,4807.1,4833.9,0.9999807408170218,84.0,D,D,1.9259182978317116E-5
06/05/2010,4674.9,4674.9,4596.2,4598.6,4598.6,-61.30000000000018,-53.80000000000018,-26.799999999999272,4750.8,4798.099999999999,4819.033333333334,4834.733333333333,4692.0,4753.3,4807.1,0.999998211641049,85.0,D,D,1.78835895104339E-6
07/05/2010,4569.3,4573.1,4450.2,4507.4,4507.4,-93.39999999999964,-61.30000000000018,-53.80000000000018,4681.3,4750.8,4798.099999999999,4819.033333333334,4598.6,4692.0,4753.3,0.9999982658723586,86.0,D,D,1.7341276413591056E-6
10/05/2010,4521.2,4622.2,4521.2,4622.2,4622.2,-91.20000000000073,-93.39999999999964,-61.30000000000018,4599.333333333333,4681.3,4750.8,4798.099999999999,4507.4,4598.6,4692.0,8.652225093666856E-5,87.0,U,U,0.9999134777490633
